   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    青岛北,         -,     17:39,         -,         -,         -,         -,               -,              -
  2,      潍坊,     19:05,     19:09,      04分,        86,         0,    24.5/-,      70.5/74/80,      108.5/123
  3,      淄博,     20:04,     20:06,      02分,       145,         0,    41.5/-,      87.5/91/99,      132.5/150
  4,      济南,     21:14,     21:31,      17分,       215,         0,    53.5/-,    99.5/104/113,      152.5/172
  5,      泰山,     22:23,     22:26,      03分,       284,         0,       0/-,           0/0/0,            0/0
  6,      兖州,     23:24,     23:28,      04分,       345,         0,      75/-,     133/139/151,        205/231
  7,      徐州,     02:49,     03:04,      15分,       550,         0,      93/-,     163/170/184,        251/283
  8,      商丘,     04:49,     04:52,      03分,       670,         0,     112/-,     194/202/219,        301/339
  9,      民权,     05:29,     05:32,      03分,      -730,         0,     115/-,     200/208/226,        312/352
 10,      兰考,     05:54,     05:57,      03分,      -705,         0,     119/-,     207/215/234,        324/365
 11,      开封,     06:28,     06:35,      07分,      -671,         0,     124/-,     215/224/243,        336/379
 12,      郑州,     07:21,     07:21,      00分,      -618,         0,   135.5/-,   232.5/242/263,      360.5/406
