   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      宁波,         -,     11:12,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      余姚,     11:51,     11:54,       3分,        39,        48,      11/-,        57/62/65,     83.5/89.5
  3,      上虞,     12:20,     12:23,       3分,        68,        80,    12.5/-,  58.5/63.5/66.5,     89.5/95.5
  4,      绍兴,     12:47,     12:50,       3分,        95,       108,    16.5/-,  62.5/67.5/70.5,    96.5/102.5
  5,      诸暨,     13:59,     14:08,       9分,       167,       216,    32.5/-,  78.5/83.5/86.5,   118.5/124.5
  6,      义乌,     14:34,     14:37,       3分,       202,       268,    41.5/-,  87.5/92.5/95.5,   132.5/138.5
  7,      金华,     15:18,     15:24,       6分,       246,       316,    46.5/-, 92.5/97.5/100.5,   140.5/146.5
  8,      上饶,     17:55,     17:59,       4分,       403,       513,      72/-,     129/132/136,       197/204
  9,      鹰潭,     19:08,     19:18,      10分,       476,       629,      86/-,     152/156/161,       233/244
 10,      新余,     21:54,     21:58,       4分,       642,       875,     115/-,     200/206/214,       312/325
 11,      株洲,     00:22,     00:37,      15分,       790,      1081,   138.5/-,238.5/246.5/255.5,   372.5/388.5
 12,      怀化,     06:37,     06:48,      11分,      1165,      1521,   180.5/-,310.5/321.5/331.5,   488.5/509.5
 13,      玉屏,     08:47,     08:55,       8分,      1295,      1641,     192/-,     328/339/351,       515/537
 14,      镇远,     09:48,     09:55,       7分,      1356,      1702,     198/-,     337/349/361,       530/552
 15,      凯里,     11:06,     11:10,       4分,      1434,      1790,     206/-,     353/365/377,       556/582
 16,      福泉,     11:59,     12:06,       7分,      1487,      1850,     213/-,     363/375/388,       572/598
 17,      贵定,     12:41,     12:51,      10分,      1529,      1889,     213/-,     363/375/388,       572/598
 18,      贵阳,     14:02,         -,          ,      1610,      1978,     224/-,     381/393/407,       598/625
