   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      南通,         -,     12:57,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    海安县,     13:41,     13:46,       5分,        41,        65,    12.5/-,  58.5/63.5/66.5,     87.5/93.5
  3,      东台,     14:17,     14:20,       3分,        77,       105,    16.5/-,  62.5/67.5/70.5,    96.5/102.5
  4,      盐城,     15:01,     15:05,       4分,       121,       168,    24.5/-,  70.5/75.5/78.5,   108.5/114.5
  5,      淮安,     16:38,     16:43,       5分,       218,       291,    43.5/-,  89.5/94.5/97.5,   135.5/141.5
  6,      沭阳,     17:21,     17:25,       4分,       261,       350,    51.5/-,97.5/102.5/105.5,   149.5/155.5
  7,      新沂,     18:03,     18:07,       4分,       303,       402,    62.5/-,110.5/114.5/117.5,   166.5/174.5
  8,      徐州,     19:20,     19:46,      26分,       380,       511,      72/-,     129/132/136,       197/204
  9,      商丘,     21:33,     22:02,      29分,       513,       657,      91/-,     158/164/169,       243/253
 10,      菏泽,     23:06,     23:08,       2分,       606,       752,       -/-,           -/-/-,           -/-
 11,      聊城,     00:37,     00:54,      17分,       697,       908,     119/-,     207/215/221,       324/337
 12,      衡水,     02:55,     03:11,      16分,       835,      1060,   135.5/-,232.5/240.5/247.5,   360.5/377.5
 13,      辛集,     03:48,     03:50,       2分,       888,      1107,   141.5/-,244.5/252.5/261.5,   381.5/398.5
 14,  石家庄北,     05:47,     06:00,      13分,      1007,      1192,   148.5/-,254.5/263.5/272.5,   398.5/415.5
 15,      太原,     08:50,         -,          ,      1193,      1417,   173.5/-,296.5/306.5/317.5,   464.5/484.5
