   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      太原,         -,     11:20,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      榆次,     11:41,     11:44,       3分,        21,        27,       9/-,        55/60/63,         80/86
  3,      榆社,     13:39,     13:41,       2分,       139,       139,    21.5/-,  67.5/72.5/75.5,   102.5/108.5
  4,      武乡,     14:13,     14:15,       2分,       173,       169,    24.5/-,  70.5/75.5/78.5,   108.5/114.5
  5,      沁县,     14:42,     14:44,       2分,       202,       192,    29.5/-,  75.5/80.5/83.5,   115.5/121.5
  6,      襄垣,     16:02,     16:07,       5分,       282,       240,    37.5/-,  83.5/88.5/91.5,   125.5/131.5
  7,    长治北,     16:34,     16:59,      25分,       314,       265,    41.5/-,  87.5/92.5/95.5,   132.5/138.5
  8,      长治,     17:15,     17:18,       3分,       355,       280,    41.5/-,  87.5/92.5/95.5,   132.5/138.5
  9,      高平,     18:12,     18:15,       3分,       412,       335,    50.5/-,96.5/101.5/104.5,   146.5/152.5
 10,      晋城,     19:01,     19:04,       3分,       461,       374,    53.5/-,99.5/104.5/107.5,   152.5/158.5
 11,      月山,     19:54,     20:15,      21分,       514,       418,    62.5/-,110.5/114.5/117.5,   166.5/174.5
 12,      关林,     22:11,     22:32,      21分,       651,       547,      75/-,     133/138/142,       205/214
 13,      汝州,     23:33,     23:36,       3分,       733,       624,      86/-,     152/156/161,       233/244
 14,  平顶山西,     00:10,     00:13,       3分,       770,       666,      91/-,     158/164/169,       243/253
 15,      鲁山,     00:30,     00:33,       3分,       790,       686,      93/-,     163/168/174,       251/263
 16,      南阳,     01:49,     01:51,       2分,       869,       788,     105/-,     184/190/196,       285/297
 17,      襄阳,     03:31,     03:49,      18分,       971,       917,     119/-,     207/215/221,       324/337
 18,      随州,     05:19,     05:21,       2分,      1079,      1066,   138.5/-,238.5/246.5/255.5,   372.5/388.5
 19,      武昌,     07:38,     07:59,      21分,      1218,      1245,   152.5/-,261.5/270.5/279.5,   409.5/427.5
 20,      鄂州,     09:47,     09:50,       3分,      1347,      1323,   163.5/-,280.5/289.5/299.5,   438.5/456.5
 21,      黄石,     10:12,     10:15,       3分,      1372,      1350,   163.5/-,280.5/289.5/299.5,   438.5/456.5
 22,      阳新,     10:43,     10:46,       3分,      1403,      1394,   168.5/-,288.5/298.5/307.5,   450.5/470.5
 23,      庐山,     11:45,     11:49,       4分,      1465,      1484,   177.5/-,304.5/315.5/325.5,   476.5/497.5
 24,      向塘,     13:32,     13:35,       3分,      1572,      1628,     192/-,     328/339/351,       515/537
 25,      新干,     14:48,     14:50,       2分,      1648,      1740,     198/-,     337/349/361,       530/552
 26,      吉安,     15:45,     15:50,       5分,      1705,      1826,     206/-,     353/365/377,       556/582
 27,      泰和,     16:11,     16:16,       5分,      1731,      1860,     213/-,     363/375/388,       572/598
 28,      兴国,     17:11,     17:14,       3分,      1791,      1939,     217/-,     370/383/397,       585/611
 29,      赣州,     18:02,     18:23,      21分,      1842,      2012,     224/-,     381/393/407,       598/625
 30,      瑞金,     19:53,     19:56,       3分,      1953,      2138,     240/-,     408/421/436,       640/669
 31,      龙岩,     21:19,     21:23,       4分,      2039,      2283,     251/-,     426/441/456,       673/703
 32,      厦门,     23:26,         -,          ,      2166,      2452,   263.5/-,446.5/462.5/477.5,   704.5/735.5
