   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      安庆,         -,     17:45,         -,         -,         -,         -,               -,              -
  2,    安庆西,     18:38,     18:44,      06分,        53,         0,     9.5/-,      55.5/58/63,        81.5/92
  3,      桐城,     19:10,     19:13,      03分,        85,         0,     9.5/-,      55.5/58/63,        81.5/92
  4,      庐江,     19:46,     19:49,      03分,       121,         0,    12.5/-,      58.5/61/66,       89.5/101
  5,      合肥,     20:58,     21:17,      19分,       193,         0,    29.5/-,      66.5/70/76,       97.5/110
  6,      淮南,     22:27,     22:31,      04分,       282,         0,    40.5/-,      86.5/90/98,      131.5/149
  7,      阜阳,     00:02,     00:17,      15分,       377,         0,    58.5/-,   113.5/118/129,      173.5/196
  8,      亳州,     01:25,     01:29,      04分,       460,         0,      72/-,     136/142/154,        212/239
  9,    商丘南,     02:42,     02:44,      02分,      -903,         0,      83/-,     149/155/169,        229/258
 10,      菏泽,     04:10,     04:13,      03分,       625,         0,      93/-,     168/175/190,        260/293
 11,      台前,     05:16,     05:23,      07分,      -749,         0,       0/-,           0/0/0,            0/0
 12,      聊城,     05:58,     06:01,      03分,      -707,         0,     112/-,     197/205/223,        306/345
 13,      衡水,     07:45,     07:53,      08分,      -600,         0,     133/-,     233/242/263,        364/410
 14,      任丘,     09:05,     09:09,      04分,      -520,         0,   144.5/-,   253.5/264/286,      398.5/449
 15,      霸州,     09:45,     09:48,      03分,      -480,         0,   149.5/-,   261.5/272/296,      411.5/464
 16,    北京西,     10:59,     10:59,      00分,      1034,         0,   159.5/-,   277.5/289/314,      435.5/491
