   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    重庆北,         -,     10:52,         -,         -,         -,         -,               -,              -
  2,      广安,     12:15,     12:20,      05分,        83,         0,    21.5/-,  67.5/70.5/76.5,    102.5/115.5
  3,      渠县,     12:48,     12:54,      06分,       116,         0,    24.5/-,    70.5/73.5/80,    108.5/122.5
  4,      达州,     13:39,     13:53,      14分,       167,         0,    40.5/-,      86.5/90/98,      129.5/146
  5,      宣汉,     14:33,     14:35,      02分,       221,         0,       0/-,           0/0/0,            0/0
  6,      万源,     15:31,     15:34,      03分,       279,         0,    53.5/-,99.5/103.5/112.5,      152.5/172
  7,      安康,     16:59,     17:05,      06分,       367,         0,      72/-,     129/134/146,        197/222
  8,      十堰,     20:04,     20:11,      07分,       552,         0,      98/-,   171/177.5/193,      263/296.5
  9,    武当山,     20:30,     20:33,      03分,       578,         0,      98/-,   171/177.5/193,      263/296.5
 10,      谷城,     21:25,     21:27,      02分,       633,         0,     105/-,     184/191/208,        285/321
 11,      襄阳,     22:27,     22:57,      30分,       695,         0,     115/-,     200/208/226,      312/351.5
 12,      邓州,     23:57,     23:59,      02分,       785,         0,     124/-,   215/223.5/243,      336/378.5
 13,      南阳,     00:43,     00:48,      05分,       831,         0,   128.5/-, 222.5/231/251.5,    348.5/392.5
 14,      南召,     01:33,     01:36,      03分,      -559,         0,   138.5/-, 238.5/248/269.5,    372.5/419.5
 15,      鲁山,     02:11,     02:23,      12分,      -521,         0,       0/-,           0/0/0,            0/0
 16,  平顶山西,     02:40,     03:20,      40分,      -492,         0,   141.5/-,   244.5/254/276,      381.5/430
 17,    平顶山,     03:51,     03:55,      04分,      -421,         0,   141.5/-,   244.5/254/276,      381.5/430
 18,      漯河,     04:57,     05:28,      31分,      -355,         0,   152.5/-,261.5/271.5/295.5,    409.5/461.5
 19,      临颍,     05:54,     06:07,      13分,      -298,         0,   156.5/-,   268.5/279/303,      422.5/476
 20,      许昌,     06:24,     06:28,      04分,      -268,         0,   163.5/-,280.5/291.5/316.5,      438.5/494
 21,      长葛,     06:43,     06:46,      03分,      -249,         0,   163.5/-,280.5/291.5/316.5,      438.5/494
 22,      郑州,     07:35,     07:35,      00分,      1243,         0,   168.5/-,288.5/299.5/325.5,    450.5/507.5
