   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    攀枝花,         -,     23:59,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    桐子林,     00:21,     00:24,       3分,        22,        22,       -/-,           -/-/-,           -/-
  3,      米易,     00:55,     01:06,      11分,        56,        58,       -/-,           -/-/-,           -/-
  4,      德昌,     02:56,     03:02,       6分,       177,       134,       -/-,           -/-/-,           -/-
  5,      西昌,     04:09,     04:16,       7分,       250,       192,       -/-,           -/-/-,           -/-
  6,      普雄,     07:07,     07:12,       5分,       428,       353,    51.5/-,97.5/102.5/105.5,   149.5/155.5
  7,    乐山北,     11:28,     11:31,       3分,       689,       612,      86/-,     152/156/161,       233/244
  8,      成都,     14:03,     14:37,      34分,       844,       749,     102/-,     178/184/190,       274/285
  9,      资阳,     16:36,     16:58,      22分,       997,       871,       -/-,           -/-/-,           -/-
 10,      资中,     18:15,     18:21,       6分,      1096,       938,       -/-,           -/-/-,           -/-
 11,      内江,     19:05,     19:19,      14分,      1146,       968,       -/-,           -/-/-,           -/-
 12,      隆昌,     20:05,         -,          ,      1206,      1006,   128.5/-,222.5/230.5/237.5,   348.5/363.5
