   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      福州,         -,     15:14,         -,         -,         -,         -,               -,              -
  2,      古田,     16:44,     16:52,      08分,        90,         0,    15.5/-,      61.5/64/70,       92.5/105
  3,    南平南,     17:59,     18:17,      18分,       165,         0,    23.5/-,      69.5/73/79,      105.5/119
  4,      建瓯,     19:03,     19:07,      04分,       229,         0,    32.5/-,      78.5/82/89,      118.5/134
  5,      建阳,     19:48,     19:59,      11分,       274,         0,    40.5/-,      86.5/90/98,      129.5/146
  6,    武夷山,     20:55,     21:01,      06分,       341,         0,    46.5/-,     92.5/97/105,      140.5/159
  7,      鹰潭,     23:49,     00:01,      12分,       515,         0,       0/-,           0/0/0,            0/0
  8,      东乡,     00:26,     00:28,      02分,       552,         0,      72/-,     129/134/146,        197/222
  9,    共青城,     02:44,     03:04,      20分,       690,         0,      98/-,     171/178/193,        263/297
 10,      九江,     03:45,     03:53,      08分,       751,         0,     102/-,     178/185/201,        274/309
 11,      麻城,     06:24,     06:34,      10分,       910,         0,   128.5/-,   222.5/231/252,      348.5/393
 12,      新县,     07:15,     07:18,      03分,       961,         0,   135.5/-,   232.5/242/263,      360.5/406
 13,      光山,     07:43,     07:46,      03分,       989,         0,   138.5/-,   238.5/248/270,      372.5/420
 14,      淮滨,     08:43,     08:46,      03分,      1049,         0,   148.5/-,   254.5/265/288,      398.5/449
 15,      阜阳,     10:10,     10:31,      21分,      1136,         0,   152.5/-,   261.5/272/296,      409.5/462
 16,      亳州,     11:40,     11:44,      04分,      1226,         0,   163.5/-,   280.5/292/317,      438.5/494
 17,    商丘南,     12:32,     12:37,      05分,      1278,         0,   168.5/-,   288.5/300/326,      450.5/508
 18,      民权,     13:35,     13:40,      05分,      1341,         0,   177.5/-,   304.5/317/344,      476.5/537
 19,      兰考,     14:02,     14:07,      05分,      1368,         0,   177.5/-,   304.5/317/344,      476.5/537
 20,      开封,     14:38,     14:43,      05分,      1404,         0,   180.5/-,   310.5/323/351,      488.5/551
 21,      郑州,     15:29,     15:49,      20分,      1455,         0,     192/-,     328/341/371,        515/580
 22,      偃师,     17:05,     17:07,      02分,      1551,         0,     198/-,     337/350/381,        530/597
 23,    洛阳东,     17:27,     17:29,      02分,      1573,         0,     201/-,     343/357/387,        542/611
 24,      洛阳,     17:37,     17:37,      00分,      1583,         0,     201/-,     343/357/387,        542/611
