   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     07:48,         -,         -,         -,         -,               -,              -
  2,    韶关东,     10:07,     10:13,      06分,       139,         0,    37.5/-,      83.5/87/95,      120.5/136
  3,      郴州,     11:52,     11:55,      03分,       244,         0,    53.5/-,    99.5/104/113,      195.5/221
  4,      耒阳,     12:50,     12:52,      02分,       302,         0,    64.5/-,   115.5/120/131,      227.5/257
  5,      衡阳,     13:46,     13:52,      06分,       358,         0,      75/-,     133/139/151,        255/288
  6,      株洲,     15:16,     15:33,      17分,       448,         0,      91/-,     158/165/179,        301/339
  7,      萍乡,     16:24,     16:29,      05分,       516,         0,      98/-,     171/178/193,        318/359
  8,      宜春,     17:12,     17:16,      04分,       564,         0,     105/-,     184/191/208,        349/394
  9,      新余,     17:50,     17:54,      04分,       602,         0,     115/-,     200/208/226,        366/413
 10,      樟树,     18:41,     18:45,      04分,       653,         0,     119/-,     207/215/234,        385/434
 11,      丰城,     19:02,     19:06,      04分,       674,         0,     124/-,     215/224/243,        395/445
 12,      进贤,     19:43,     19:47,      04分,       715,         0,   135.5/-,   232.5/242/263,      414.5/467
 13,      鹰潭,     20:38,     20:54,      16分,       770,         0,       0/-,           0/0/0,            0/0
 14,      上饶,     22:02,     22:05,      03分,       854,         0,   152.5/-,   261.5/272/296,      475.5/536
 15,      金华,     00:19,     00:25,      06分,       991,         0,   173.5/-,   296.5/308/335,      533.5/601
 16,      义乌,     00:59,     01:02,      03分,      1031,         0,   177.5/-,   304.5/317/344,      550.5/620
 17,    杭州东,     02:20,     02:26,      06分,      1112,         0,     192/-,     328/341/371,        590/665
 18,      海宁,     03:02,     03:05,      03分,      1154,         0,     198/-,     337/350/381,        602/678
 19,    上海南,     04:14,     04:29,      15分,      1226,         0,     201/-,     343/357/387,        628/708
 20,      苏州,     05:38,     05:41,      03分,      1310,         0,     213/-,     363/375/410,        656/739
 21,      无锡,     06:09,     06:13,      04分,      1341,         0,     217/-,     370/385/418,        667/752
 22,      常州,     06:40,     06:44,      04分,      1372,         0,     217/-,     370/385/418,        667/752
 23,      南京,     08:16,     08:16,      00分,      1468,         0,     236/-,     399/415/451,        708/798
