   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      重庆,         -,     18:37,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      涪陵,     22:23,     22:29,       6分,       226,        96,    15.5/-,  61.5/66.5/69.5,     92.5/98.5
  3,      武隆,     23:24,     23:36,      12分,       287,       152,    23.5/-,  69.5/74.5/77.5,   105.5/111.5
  4,      秀山,     04:03,     04:20,      17分,        34,       308,    46.5/-, 92.5/97.5/100.5,   140.5/146.5
  5,      铜仁,     06:46,     06:58,      12分,        51,       463,      69/-,     123/126/130,       186/194
  6,      怀化,     09:33,     10:05,      32分,       896,       920,     119/-,     207/215/221,           -/-
  7,      新化,     12:46,     12:48,       2分,      1217,      1142,   141.5/-,244.5/252.5/261.5,           -/-
  8,      娄底,     14:10,     14:16,       6分,      1301,      1235,   152.5/-,261.5/270.5/279.5,   409.5/427.5
  9,      湘潭,     15:24,     15:28,       4分,      1375,      1334,   163.5/-,280.5/289.5/299.5,           -/-
 10,      株洲,     16:38,     16:58,      20分,      1449,      1360,   168.5/-,288.5/298.5/307.5,           -/-
 11,      萍乡,     17:49,     17:54,       5分,      1520,      1441,   173.5/-,296.5/306.5/317.5,           -/-
 12,      宜春,     18:37,     18:41,       4分,      1440,      2226,   175.5/-,298.5/308.5/319.5,           -/-
 13,      分宜,     18:59,     19:02,       3分,      1590,      1536,   180.5/-,310.5/321.5/331.5,           -/-
 14,      新余,     19:21,     19:26,       5分,      1612,      1566,   189.5/-,322.5/333.5/343.5,           -/-
 15,      东乡,     22:04,     22:22,      18分,      1775,      1771,     201/-,     343/355/367,           -/-
 16,      鹰潭,     22:49,     23:02,      13分,      1820,      1812,     206/-,     353/365/377,           -/-
 17,      弋阳,     23:43,     23:48,       5分,      1874,      1863,     213/-,     363/375/388,           -/-
 18,      上饶,     00:26,     00:31,       5分,      1917,      1928,     217/-,     370/383/397,           -/-
 19,      金华,     03:24,     03:30,       6分,      2095,      2125,     246/-,     399/414/428,           -/-
 20,      义乌,     04:04,     04:07,       3分,      2135,      2173,     248/-,     408/421/436,           -/-
 21,      杭州,     05:51,     06:22,      31分,      2242,      2312,     251/-,     426/441/456,           -/-
 22,      绍兴,     07:16,     07:19,       3分,      2327,      2375,   254.5/-,434.5/449.5/464.5,           -/-
 23,      余姚,     08:04,     08:07,       3分,      2375,      2435,   263.5/-,446.5/462.5/477.5,           -/-
 24,      宁波,     09:06,         -,          ,      2309,      2216,     343/-,     514/529/544,           -/-
