   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      济南,         -,     07:28,         -,         -,         -,         -,               -,              -
  2,      泰山,     08:20,     08:23,      03分,        52,         0,       0/-,           0/0/0,            -/-
  3,      磁窑,     08:49,     08:51,      02分,        81,         0,    16.5/-,      62.5/65/71,            -/-
  4,      兖州,     09:26,     09:29,      03分,       118,         0,    23.5/-,      69.5/73/79,            -/-
  5,      邹城,     09:44,     09:46,      02分,       136,         0,    28.5/-,      74.5/78/85,            -/-
  6,      滕州,     10:12,     10:14,      02分,       164,         0,    32.5/-,      78.5/82/89,            -/-
  7,    枣庄西,     10:36,     10:39,      03分,       188,         0,    40.5/-,      86.5/90/98,            -/-
  8,      徐州,     11:41,     11:57,      16分,       253,         0,    46.5/-,     92.5/97/105,            -/-
  9,      邳州,     12:54,     12:57,      03分,       326,         0,    54.5/-,   100.5/105/114,            -/-
 10,      新沂,     13:26,     13:32,      06分,       358,         0,    62.5/-,   110.5/115/125,            -/-
 11,      沭阳,     14:08,     14:12,      04分,       400,         0,      69/-,     123/128/139,            -/-
 12,      淮安,     14:53,     14:56,      03分,       445,         0,      75/-,     133/139/151,            -/-
 13,      阜宁,     15:51,     15:57,      06分,       503,         0,      81/-,     144/150/163,            -/-
 14,      建湖,     16:12,     16:16,      04分,       524,         0,      86/-,     152/158/172,            -/-
 15,      盐城,     16:50,     16:56,      06分,       562,         0,      91/-,     158/165/179,            -/-
 16,      东台,     17:50,     18:00,      10分,       622,         0,      98/-,     171/178/193,            -/-
 17,    海安县,     18:31,     18:36,      05分,       663,         0,     102/-,     178/185/201,            -/-
 18,      南通,     19:17,     19:17,      00分,       709,         0,     112/-,     194/202/219,            -/-
