   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    乌海西,         -,     16:49,         -,         -,         -,         -,               -,              -
  2,      乌海,     17:08,     17:12,      04分,        19,         0,       9/-,        55/58/63,          80/91
  3,  巴彦高勒,     18:07,     18:09,      02分,        78,         0,    16.5/-,      62.5/65/71,       96.5/109
  4,      临河,     18:50,     18:56,      06分,       121,         0,    24.5/-,      70.5/74/80,      108.5/123
  5,      五原,     19:31,     19:33,      02分,       162,         0,    37.5/-,      83.5/87/95,      125.5/142
  6,乌拉特前旗,     20:09,     20:11,      02分,       200,         0,    43.5/-,     89.5/93/101,      135.5/153
  7,      包头,     21:20,     21:35,      15分,       271,         0,    54.5/-,   100.5/105/114,      155.5/176
  8,    包头东,     21:50,     21:53,      03分,       301,         0,    62.5/-,   110.5/115/125,      166.5/188
  9,  呼和浩特,     23:22,     23:35,      13分,       393,         0,      78/-,     139/145/157,        214/242
 10,    集宁南,     01:03,     01:09,      06分,       494,         0,      98/-,     171/178/193,        263/297
 11,      大同,     03:02,     03:15,      13分,       613,         0,     112/-,     194/202/219,        301/339
 12,      天镇,     04:21,     04:23,      02分,      -748,         0,     119/-,     207/215/234,        324/365
 13,    柴沟堡,     05:09,     05:11,      02分,       740,         0,     124/-,     215/224/243,        336/379
 14,  张家口南,     05:49,     06:04,      15分,       780,         0,   128.5/-,   222.5/231/252,      348.5/393
 15,      宣化,     06:26,     06:30,      04分,       817,         0,   135.5/-,   232.5/242/263,      360.5/406
 16,    下花园,     06:50,     07:03,      13分,      -599,         0,   138.5/-,   238.5/248/270,      372.5/420
 17,    北京北,     11:28,     11:28,      00分,      1119,         0,   148.5/-,   254.5/265/288,      398.5/449
