   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      烟台,         -,     21:20,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      海阳,     22:22,     22:31,       9分,        62,        73,    12.5/-,  58.5/63.5/66.5,     89.5/95.5
  3,      蓝村,     00:21,     00:27,       6分,       181,       183,    28.5/-,  74.5/79.5/82.5,   113.5/119.5
  4,      胶州,     00:45,     00:50,       5分,       205,       204,    32.5/-,  78.5/83.5/86.5,   118.5/124.5
  5,      临沂,     04:10,     04:12,       2分,       410,       433,    64.5/-,115.5/119.5/122.5,   175.5/182.5
  6,      平邑,     05:05,     05:07,       2分,       465,       520,      72/-,     129/132/136,       197/204
  7,      兖州,     06:21,     06:32,      11分,       541,       615,      86/-,     152/156/161,       233/244
  8,      济宁,     06:55,     07:02,       7分,       575,       647,      91/-,     158/164/169,       243/253
  9,      菏泽,     08:13,     08:22,       9分,       653,       754,     102/-,     178/184/190,       274/285
 10,    东明县,     09:01,     09:03,       2分,       701,       782,     105/-,     184/190/196,       285/297
 11,      长垣,     09:43,     09:46,       3分,       743,       828,     112/-,     194/200/208,       301/315
 12,      新乡,     10:55,     11:11,      16分,       815,       919,     119/-,     207/215/221,       324/337
 13,      郑州,     12:12,     12:25,      13分,       892,       999,   128.5/-,222.5/230.5/237.5,   348.5/363.5
 14,      许昌,     13:20,     13:24,       4分,       960,      1085,   138.5/-,238.5/246.5/255.5,   372.5/388.5
 15,      漯河,     14:02,     14:10,       8分,      1002,      1109,   141.5/-,244.5/252.5/261.5,   381.5/398.5
 16,    驻马店,     14:49,     14:52,       3分,      1049,      1205,   152.5/-,261.5/270.5/279.5,   409.5/427.5
 17,      信阳,     15:51,     15:55,       4分,      1111,      1301,   163.5/-,280.5/289.5/299.5,   438.5/456.5
 18,      广水,     16:40,     16:43,       3分,      1160,      1366,   168.5/-,288.5/298.5/307.5,   450.5/470.5
 19,      花园,     17:16,     17:19,       3分,      1196,      1525,   173.5/-,296.5/306.5/317.5,   464.5/484.5
 20,      孝感,     17:40,     17:43,       3分,      1220,      1445,   177.5/-,304.5/315.5/325.5,   476.5/497.5
 21,      汉口,     18:58,         -,          ,      1298,      1515,   180.5/-,310.5/321.5/331.5,   488.5/509.5
