   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  齐齐哈尔,         -,     20:14,         -,         -,         -,         -,               -,              -
  2,      大庆,     21:30,     21:34,      04分,        76,         0,    19.5/-,      65.5/68/74,       99.5/113
  3,    哈尔滨,     23:16,     23:36,      20分,       182,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,    牡丹江,     04:02,     04:17,      15分,      -972,         0,      91/-,     158/165/179,        243/274
  5,      柴河,     04:42,     04:44,      02分,      -932,         0,      91/-,     158/165/179,        243/274
  6,      宝林,     05:27,     05:29,      02分,      -887,         0,      98/-,     171/178/193,        263/297
  7,      林口,     06:07,     06:10,      03分,      -847,         0,     102/-,     178/185/201,        274/309
  8,    西麻山,     06:37,     06:40,      03分,      -817,         0,     105/-,     184/191/208,        285/321
  9,      麻山,     06:47,     06:49,      02分,      -807,         0,     105/-,     184/191/208,        285/321
 10,      青龙,     07:01,     07:11,      10分,      -793,         0,     105/-,     184/191/208,        285/321
 11,      兰岭,     07:38,     07:46,      08分,      -756,         0,       0/-,           0/0/0,            0/0
 12,      鸡西,     08:19,     08:26,      07分,      -715,         0,     112/-,     194/202/219,        301/339
 13,      鸡东,     08:44,     08:47,      03分,      -690,         0,     112/-,     194/202/219,        301/339
 14,      东海,     09:05,     09:14,      09分,      -669,         0,     115/-,     200/208/226,        312/352
 15,    密山西,     09:57,     10:08,      11分,      -617,         0,       0/-,           0/0/0,            0/0
 16,      密山,     10:18,     10:24,      06分,      -596,         0,     119/-,     207/215/234,        324/365
 17,      裴德,     10:40,     10:43,      03分,      -574,         0,     119/-,     207/215/234,        324/365
 18,      兴凯,     11:02,     11:04,      02分,      -552,         0,     124/-,     215/224/243,        336/379
 19,      虎林,     12:12,     12:12,      00分,      -482,         0,   135.5/-,   232.5/242/263,      360.5/406
