   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      昆明,         -,     19:32,         -,         -,         -,         -,               -,              -
  2,    广通北,     20:56,     21:05,      09分,        84,         0,    23.5/-,      59.5/63/69,      105.5/119
  3,      元谋,     22:41,     22:45,      04分,       189,         0,       0/-,           0/0/0,            0/0
  4,    攀枝花,     00:21,     00:35,      14分,       289,         0,    51.5/-,    96.5/102/110,      149.5/189
  5,      西昌,     03:37,     03:43,      06分,       485,         0,      65/-,     133/139/151,        205/231
  6,      普雄,     06:06,     06:14,      08分,       634,         0,      98/-,     161/168/193,        283/296
  7,      越西,     06:45,     06:48,      03分,       673,         0,      98/-,     161/168/193,        283/296
  8,      甘洛,     07:34,     07:39,      05分,       722,         0,     102/-,     168/185/201,       300/309
  9,      汉源,     08:18,     08:21,      03分,       766,         0,     105/-,     184/191/208,       316/321
 10,      峨眉,     10:26,     10:30,      04分,       894,         0,     124/-,     215/224/243,        338/369
 11,    乐山北,     10:46,     10:52,      06分,       914,         0,     124/-,     215/224/243,        338/369
 12,      眉山,     11:25,     11:29,      04分,       953,         0,       0/-,           0/0/0,            0/0
 13,      成都,     12:51,     13:26,      35分,      1039,         0,   138.5/-,   238.5/248/260,      362.5/420
 14,      德阳,     14:13,     14:17,      04分,      1121,         0,   148.5/-,   254.5/265/288,      398.5/449
 15,      绵阳,     15:01,     15:06,      05分,      1169,         0,   152.5/-,   281.5/298/312,     409.5/482
 16,      江油,     15:43,     15:51,      08分,      1211,         0,   158.5/-,   288.5/303/319,     422.5/495
 17,      广元,     18:38,     18:44,      06分,      1386,         0,   163.5/-,   298.5/329/335,     484.5/524
 18,   阳平关,     20:17,     20:33,      16分,      1485,         0,   166.5/-,   304.5/335/344,     493.5/536
 19,      略阳,     21:39,     21:44,      05分,      1567,         0,   189.5/-,   322.5/335/384,      504.5/589
 20,      宝鸡,     04:20,     04:30,      10分,      1968,         0,     201/-,     343/356/386,        542/811
 21,      咸阳,     06:00,     06:04,      04分,      2068,         0,     216/-,     360/385/418,        585/859
 22,      西安,     06:28,     06:28,      00分,      2096,         0,     216/-,     360/385/418,        585/859
