   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     15:02,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    韶关东,     17:20,     17:25,       5分,       138,       221,    37.5/-,  83.5/88.5/91.5,   120.5/124.5
  3,      郴州,     19:04,     19:07,       3分,       242,       374,    53.5/-,99.5/104.5/107.5,   195.5/203.5
  4,      衡阳,     20:52,     20:55,       3分,       350,       521,      75/-,     133/138/142,       255/267
  5,      株洲,     22:18,     22:24,       6分,       436,       655,      91/-,     158/164/169,       301/314
  6,      长沙,     23:17,     23:27,      10分,       495,       707,      98/-,     171/176/182,       307/320
  7,      岳阳,     00:51,     00:54,       3分,       589,       854,     112/-,     194/200/208,       357/373
  8,      武昌,     03:29,     03:47,      18分,       747,      1069,   138.5/-,238.5/246.5/255.5,   425.5/443.5
  9,      孝感,     04:50,     05:00,      10分,       828,      1159,   148.5/-,254.5/263.5/272.5,   452.5/473.5
 10,      信阳,     06:52,     06:55,       3分,       950,      1303,   163.5/-,280.5/289.5/299.5,   500.5/522.5
 11,    驻马店,     08:09,     08:12,       3分,      1027,      1399,   168.5/-,288.5/298.5/307.5,   524.5/547.5
 12,      遂平,     08:25,     08:27,       2分,      1043,      1417,   173.5/-,296.5/306.5/317.5,   533.5/557.5
 13,      西平,     08:44,     08:46,       2分,      1062,      1443,   173.5/-,296.5/306.5/317.5,   533.5/557.5
 14,      漯河,     09:05,     09:08,       3分,      1083,      1465,   177.5/-,304.5/315.5/325.5,   550.5/574.5
 15,      临颍,     09:39,     10:17,      38分,      1117,      1493,       -/-,           -/-/-,           -/-
 16,      许昌,     10:35,     10:39,       4分,      1173,      1519,   180.5/-,310.5/321.5/331.5,   561.5/586.5
 17,      郑州,     11:36,     11:51,      15分,      1234,      1605,     192/-,     328/339/351,       574/599
 18,      新乡,     12:54,     12:58,       4分,      1312,      1685,     198/-,     337/349/361,       602/629
 19,      鹤壁,     13:37,     13:49,      12分,      1355,      1751,     201/-,     343/355/367,       616/643
 20,      汤阴,     14:04,     14:09,       5分,      1382,      1770,     201/-,     343/355/367,       628/656
 21,      安阳,     14:27,     14:29,       2分,      1405,      1792,     206/-,     353/365/377,       628/656
 22,      邯郸,     15:06,     15:10,       4分,      1444,      1852,     213/-,     363/375/388,       640/668
 23,      邢台,     15:41,     15:44,       3分,      1479,      1904,     217/-,     370/383/397,       656/686
 24,    石家庄,     17:16,     17:26,      10分,      1574,      2013,     224/-,     381/393/407,       682/711
 25,      定州,     18:13,     18:15,       2分,      1631,      2088,     236/-,     399/414/428,       697/725
 26,      保定,     19:05,     19:09,       4分,      1683,      2148,     240/-,     408/421/436,       708/741
 27,      徐水,     19:26,     19:28,       2分,      1704,      3122,       -/-,           -/-/-,           -/-
 28,    高碑店,     19:51,     19:53,       2分,      1729,      2210,     243/-,     414/429/444,       737/770
 29,    北京西,     21:00,     21:26,      26分,      1798,      2294,     251/-,     426/441/456,       750/784
 30,      沙城,     23:35,     23:38,       3分,      1953,      2409,   254.5/-,434.5/449.5/464.5,   780.5/814.5
 31,  张家口南,     00:45,     00:51,       6分,      2023,      2484,   268.5/-,455.5/472.5/487.5,   791.5/827.5
 32,      大同,     03:30,     03:46,      16分,      2188,      2662,   278.5/-,471.5/488.5/506.5,   839.5/876.5
 33,    集宁南,     05:25,     05:31,       6分,      2303,      2789,   290.5/-,491.5/507.5/525.5,   870.5/910.5
 34,呼和浩特东,     06:52,     07:02,      10分,      2390,      2939,   299.5/-,507.5/524.5/542.5,   899.5/939.5
 35,  呼和浩特,     07:13,     07:21,       8分,      2411,      2947,       -/-,           -/-/-,           -/-
 36,    包头东,     08:48,     08:51,       3分,      2506,      3096,   313.5/-,529.5/547.5/566.5,   927.5/969.5
 37,      包头,     09:08,         -,          ,      2526,      3112,   313.5/-,529.5/547.5/566.5,   927.5/969.5
