   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    东莞东,         -,     08:30,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      惠州,     09:13,     09:21,       8分,        43,        54,    17.5/-,      35.5/40/41,       49.5/53
  3,      龙川,     11:08,     11:15,       7分,       158,       209,    39.5/-,      73.5/81/85,     107.5/114
  4,      赣州,     14:11,     14:17,       6分,       341,       450,    78.5/-,   138.5/153/160,     211.5/225
  5,      吉安,     16:16,     16:20,       4分,       466,       636,     104/-,     182/201/210,       282/299
  6,      武穴,     21:59,     22:03,       4分,       809,      1055,   155.5/-,   263.5/290/304,     409.5/435
  7,      蕲春,     22:31,     22:44,      13分,       841,      1094,   156.5/-,   268.5/296/309,     422.5/448
  8,      黄州,     23:25,     23:28,       3分,       895,      1153,   158.5/-,   269.5/297/310,     424.5/450
  9,      麻城,     00:08,     00:14,       6分,       938,      1220,   165.5/-,   279.5/308/322,     436.5/463
 10,      新县,     00:55,     00:57,       2分,       985,      1280,   168.5/-,   288.5/318/332,     450.5/478
 11,      潢川,     01:33,     01:39,       6分,      1023,      1340,   172.5/-,   292.5/322/337,     459.5/488
 12,      阜阳,     02:59,     03:24,      25分,      1109,      1456,   177.5/-,   304.5/335/351,     476.5/506
 13,      亳州,     04:32,     04:42,      10分,      1202,      1560,   189.5/-,   322.5/355/371,     504.5/535
 14,    商丘南,     05:44,     05:47,       3分,      1274,      1624,     192/-,     328/361/378,       515/546
 15,      菏泽,     06:54,     06:57,       3分,      1344,      1729,     201/-,     343/378/395,       542/575
 16,      台前,     07:53,     08:14,      21分,      1403,      1827,     206/-,     353/389/406,       556/590
 17,      聊城,     08:49,     08:54,       5分,      1459,      1885,     213/-,     363/400/418,       572/607
 18,      枣强,     10:14,     10:23,       9分,      1544,      2006,     224/-,     381/413/427,       598/625
 19,      衡水,     10:50,     11:05,      15分,      1580,      2037,     229/-,     389/428/448,       613/650
 20,      天津,     14:12,     14:36,      24分,      1782,      2306,     251/-,     426/441/460,       673/714
 21,      唐山,     15:56,     16:09,      13分,      1886,      2429,   263.5/-,446.5/462.5/477.5,   704.5/735.5
 22,    山海关,     18:14,     18:25,      11分,      2024,      2602,   273.5/-,463.5/480.5/496.5,   734.5/767.5
 23,      绥中,     19:07,     19:10,       3分,      2077,      2667,   278.5/-,471.5/488.5/506.5,   747.5/780.5
 24,      兴城,     19:53,     19:56,       3分,      2123,      2715,   285.5/-,483.5/499.5/516.5,   761.5/796.5
 25,    葫芦岛,     20:13,     20:16,       3分,      2143,      2736,   285.5/-,483.5/499.5/516.5,   761.5/796.5
 26,      锦州,     20:56,     21:06,      10分,      2186,      2786,   290.5/-,491.5/507.5/525.5,   775.5/810.5
 27,    沟帮子,     21:46,     21:49,       3分,      2236,      2850,   293.5/-,497.5/515.5/533.5,   786.5/822.5
 28,      沈阳,     23:50,     00:15,      25分,      2360,      3028,   302.5/-,513.5/531.5/549.5,   814.5/851.5
 29,      四平,     02:12,     02:18,       6分,      2502,      3216,     317/-,     536/555/575,       849/887
 30,      双辽,     03:23,     03:27,       4分,      2573,      3306,     328/-,     554/575/595,       879/918
 31,      保康,     04:20,     04:22,       2分,      2630,      3386,     335/-,     566/585/606,       896/937
 32,    太平川,     04:48,     04:50,       2分,      2658,      3420,     335/-,     566/585/606,       896/937
 33,      洮南,     06:05,     06:07,       2分,      2735,      3537,     341/-,     576/596/617,       911/952
 34,      白城,     06:35,     06:50,      15分,      2765,      3569,     348/-,     586/607/628,       927/969
 35,      镇赉,     07:17,     07:20,       3分,      2807,      3607,     348/-,     586/607/628,       927/969
 36,      泰来,     08:06,     08:08,       2分,      2856,      3671,     352/-,     595/616/637,       940/982
 37,      江桥,     08:44,     08:47,       3分,      2894,      3719,     360/-,     606/628/649,      961/1003
 38,      大兴,     09:00,     09:03,       3分,      2910,      3732,     360/-,     606/628/649,      961/1003
 39,    三间房,     09:32,     09:35,       3分,      2942,      3757,     360/-,     606/628/649,      961/1003
 40,  齐齐哈尔,     10:10,         -,          ,      2980,      3787,     360/-,     606/628/649,      961/1003
