   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      十堰,         -,     11:33,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    武当山,     11:49,     11:56,       7分,        16,        19,       8/-,        54/59/62,         78/84
  3,      谷城,     12:45,     12:48,       3分,        72,        91,    15.5/-,  61.5/66.5/69.5,     92.5/98.5
  4,      襄阳,     13:55,     14:13,      18分,       142,       171,    28.5/-,  74.5/79.5/82.5,   112.5/118.5
  5,      枣阳,     14:56,     14:59,       3分,       203,       243,    40.5/-,  86.5/91.5/94.5,   129.5/135.5
  6,      随州,     15:49,     15:53,       4分,       256,       320,    46.5/-, 92.5/97.5/100.5,   140.5/146.5
  7,      安陆,     16:29,     16:32,       3分,       296,       381,    54.5/-,100.5/105.5/108.5,   155.5/161.5
  8,      云梦,     16:49,     16:52,       3分,       316,       408,    62.5/-,110.5/114.5/117.5,   166.5/174.5
  9,      武昌,     17:59,     18:39,      40分,       386,       506,      72/-,     129/132/136,       197/204
 10,      鄂州,     20:21,     20:27,       6分,       528,       584,      78/-,     139/144/148,       214/223
 11,      阳新,     21:35,     21:46,      11分,       602,       655,      91/-,     158/164/169,       243/253
 12,      鹰潭,     03:04,     03:15,      11分,       931,      1005,   128.5/-,222.5/230.5/237.5,   348.5/363.5
 13,      金华,     06:47,     06:53,       6分,      1154,      1318,   163.5/-,280.5/289.5/299.5,   438.5/456.5
 14,    杭州东,     09:29,     09:35,       6分,      1316,      1511,   180.5/-,310.5/321.5/331.5,   488.5/509.5
 15,      海宁,     10:11,     10:14,       3分,      1358,      1570,   189.5/-,322.5/333.5/343.5,   504.5/527.5
 16,      嘉兴,     10:35,     10:38,       3分,      1382,      1598,     192/-,     328/339/351,       515/537
 17,    上海南,     11:40,         -,          ,      1447,      1683,     198/-,     337/349/361,       530/552
