   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      沈阳,         -,     21:38,         -,         -,         -,         -,               -,              -
  2,      铁岭,     22:33,     22:35,      02分,        55,         0,    12.5/-,      58.5/61/66,        87.5/99
  3,      昌图,     23:15,     23:17,      02分,        97,         0,    21.5/-,      67.5/71/77,      102.5/116
  4,      四平,     23:56,     00:02,      06分,       138,         0,    28.5/-,      74.5/78/85,      113.5/128
  5,      双辽,     01:44,     01:50,      06分,       246,         0,    41.5/-,      87.5/91/99,      132.5/150
  6,    太平川,     04:22,     04:25,      03分,       404,         0,    54.5/-,   100.5/105/114,      155.5/176
  7,      开通,     05:15,     05:28,      13分,       457,         0,    64.5/-,   115.5/120/131,      175.5/198
  8,      黑水,     06:06,     06:08,      02分,       508,         0,      72/-,     129/134/146,        197/222
  9,      洮南,     06:22,     06:25,      03分,      -916,         0,      72/-,     129/134/146,       197/222
 10,      白城,     07:00,     07:20,      20分,       562,         0,      75/-,     133/139/151,        205/231
 11,  乌兰浩特,     08:30,     08:54,      24分,      -788,         0,      86/-,     152/156/172,        233/263
 12,    归流河,     09:30,     09:32,      02分,      -728,         0,      91/-,     158/165/179,        243/274
 13,    大石寨,     10:16,     10:18,      02分,       758,         0,      93/-,     163/170/184,        251/283
 14,      索伦,     11:15,     11:17,      02分,      -623,         0,      98/-,     171/178/193,        263/297
 15,    明水河,     11:59,     12:01,      02分,       861,         0,     102/-,     178/185/201,        274/309
 16,    五叉沟,     12:52,     12:54,      02分,       914,         0,     105/-,     184/191/208,        285/321
 17,      白狼,     13:48,     13:50,      02分,       970,         0,     112/-,     194/202/219,        301/339
 18,    阿尔山,     14:26,     14:26,      00分,      1008,         0,     115/-,     200/208/226,        312/352
