   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      宁波,         -,     08:17,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      余姚,     08:56,     08:59,       3分,        39,        48,      11/-,        57/62/65,     83.5/89.5
  3,      绍兴,     09:52,     09:55,       3分,        95,       108,    16.5/-,  62.5/67.5/70.5,    96.5/102.5
  4,      诸暨,     11:19,     11:22,       3分,       182,       258,    32.5/-,  78.5/83.5/86.5,   118.5/124.5
  5,      义乌,     11:50,     11:53,       3分,       213,       310,    41.5/-,  87.5/92.5/95.5,   132.5/138.5
  6,      金华,     12:34,     12:40,       6分,       257,       358,    46.5/-, 92.5/97.5/100.5,   140.5/146.5
  7,      上饶,     15:13,     15:18,       5分,       416,       555,      72/-,     129/132/136,       197/204
  8,      鹰潭,     16:27,     16:45,      18分,       490,       671,      86/-,     152/156/161,       233/244
  9,      东乡,     17:10,     17:14,       4分,       533,       712,      91/-,     158/164/169,       243/253
 10,      进贤,     17:42,     17:46,       4分,       565,       751,      98/-,     171/176/182,       263/275
 11,      樟树,     18:36,     18:40,       4分,       619,       841,     105/-,     184/190/196,       285/297
 12,      新余,     19:27,     19:31,       4分,       670,       917,     115/-,     200/206/214,       312/325
 13,      宜春,     20:06,     20:10,       4分,       709,       929,     119/-,     207/215/221,       324/337
 14,      萍乡,     20:54,     20:59,       5分,       757,      1042,   128.5/-,222.5/230.5/237.5,   348.5/363.5
 15,      株洲,     22:15,     22:38,      23分,       838,      1123,   138.5/-,238.5/246.5/255.5,   372.5/388.5
 16,      湘潭,     23:04,     23:08,       4分,       887,      1257,   141.5/-,244.5/252.5/261.5,   381.5/398.5
 17,      娄底,     00:15,     00:33,      18分,       958,      1331,   152.5/-,261.5/270.5/279.5,   409.5/427.5
 18,      邵阳,     01:43,     01:51,       8分,      1046,      1304,   163.5/-,280.5/289.5/299.5,   438.5/456.5
 19,      永州,     03:10,     03:30,      20分,      1133,      1393,   173.5/-,296.5/306.5/317.5,   464.5/484.5
 20,      道州,     04:53,     04:59,       6分,      1236,      1592,   180.5/-,310.5/321.5/331.5,   488.5/509.5
 21,      贺州,     06:47,     07:02,      15分,      1350,      1661,     198/-,     337/349/361,       530/552
 22,      梧州,     08:35,     08:40,       5分,      1458,      1756,     206/-,     353/365/377,       556/582
 23,      玉林,     10:48,     11:02,      14分,      1591,      1826,     224/-,     381/393/407,       598/625
 24,      贵港,     12:03,     12:08,       5分,      1666,      1891,     229/-,     389/403/416,       613/640
 25,      南宁,     14:45,         -,          ,      1828,      2238,     243/-,     414/429/444,       654/684
