   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      郑州,         -,     19:52,         -,         -,         -,         -,               -,              -
  2,      长葛,     20:53,     21:09,      16分,        61,         0,    12.5/-,      58.5/61/66,        87.5/99
  3,      许昌,     21:24,     21:27,      03分,        92,         0,    14.5/-,      60.5/63/69,       90.5/102
  4,      漯河,     22:06,     22:10,      04分,       134,         0,    21.5/-,      67.5/71/77,      102.5/116
  5,    驻马店,     22:49,     22:53,      04分,       177,         0,    32.5/-,      78.5/82/89,      118.5/134
  6,      信阳,     23:52,     23:56,      04分,       240,         0,    46.5/-,     92.5/97/105,      140.5/159
  7,      孝感,     01:29,     01:32,      03分,       337,         0,    64.5/-,   115.5/120/131,      175.5/198
  8,      武昌,     03:31,     03:51,      20分,       459,         0,      75/-,     133/139/151,        205/231
  9,      岳阳,     06:24,     06:28,      04分,       632,         0,     102/-,     178/185/201,        274/309
 10,      汨罗,     07:36,     07:39,      03分,       704,         0,     105/-,     184/191/208,        285/321
 11,      长沙,     08:29,     08:45,      16分,       757,         0,     115/-,     200/208/226,        312/352
 12,      湘潭,     09:36,     09:39,      03分,       824,         0,     124/-,     215/224/243,        336/379
 13,      娄底,     10:46,     10:52,      06分,       894,         0,   138.5/-,   238.5/248/270,      372.5/420
 14,  冷水江东,     11:48,     11:51,      03分,       956,         0,   141.5/-,   244.5/254/276,      381.5/430
 15,      新化,     12:09,     12:12,      03分,       977,         0,   148.5/-,   254.5/265/288,      398.5/449
 16,      怀化,     15:01,     15:13,      12分,      1149,         0,   168.5/-,   288.5/300/326,      450.5/508
 17,      玉屏,     17:02,     17:05,      03分,      1270,         0,   180.5/-,   310.5/323/351,      488.5/551
 18,      凯里,     19:06,     19:11,      05分,      1394,         0,     192/-,     328/341/371,        515/580
 19,      贵阳,     21:39,     21:51,      12分,      1547,         0,     213/-,     363/377/410,        572/645
 20,    六盘水,     01:25,     01:33,      08分,      1773,         0,     236/-,     399/415/451,        629/709
 21,      宣威,     03:09,     03:14,      05分,      1877,         0,     243/-,     414/430/468,        654/737
 22,      曲靖,     04:12,     04:18,      06分,      1940,         0,     251/-,     426/443/481,        673/758
 23,      昆明,     05:52,     05:52,      00分,      2040,         0,   268.5/-,   455.5/473/514,      718.5/810
 24,      安顺,     23:04,     23:11,      07分,      1632,         0,   268.5/-,   455.5/473/514,     718.5/810
 25,      六枝,     23:52,     23:57,      05分,      1680,         0,   268.5/-,   455.5/473/514,     718.5/810
