   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西安,         -,     13:20,         -,         -,         -,         -,               -,              -
  2,      咸阳,     13:38,     13:40,      02分,        18,         0,       9/-,        55/58/63,          80/91
  3,      武功,     14:13,     14:15,      02分,        53,         0,    12.5/-,      58.5/61/66,       89.5/101
  4,    蔡家坡,     14:51,     14:53,      02分,        91,         0,    19.5/-,      65.5/68/74,       99.5/113
  5,      宝鸡,     15:30,     15:46,      16分,       130,         0,    28.5/-,      74.5/78/85,      112.5/127
  6,      徽县,     19:19,     19:21,      02分,       359,         0,    50.5/-,    96.5/101/109,      146.5/165
  7,      略阳,     20:37,     20:39,      02分,       437,         0,    54.5/-,   100.5/105/114,      155.5/176
  8,    阳平关,     22:09,     22:11,      02分,       529,         0,    64.5/-,   115.5/120/131,      175.5/198
  9,      广元,     00:11,     00:37,      26分,       651,         0,      75/-,     133/139/151,        205/231
 10,      江油,     03:14,     03:18,      04分,       834,         0,      93/-,     163/170/184,        251/283
 11,      绵阳,     03:55,     03:59,      04分,       875,         0,      98/-,     171/178/193,        263/297
 12,      成都,     05:27,     05:27,      00分,       967,         0,     112/-,     194/200/208,        301/339
