   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,乌鲁木齐南,         -,     14:22,         -,         -,         -,         -,               -,              -
  2,    吐鲁番,     15:59,     16:24,      25分,        97,         0,    23.5/-,      69.5/75/78,      104.5/118
  3,      马兰,     19:05,     19:10,      05分,       283,         0,    50.5/-,    96.5/101/109,      146.5/165
  4,      和硕,     19:39,     19:44,      05分,       317,         0,    54.5/-,   100.5/105/114,      155.5/176
  5,      焉耆,     20:13,     20:18,      05分,       351,         0,    62.5/-,   110.5/115/118,      166.5/188
  6,    库尔勒,     20:57,     21:17,      20分,       395,         0,      69/-,     123/126/130,        186/194
  7,      库车,     00:33,     00:39,      06分,      -829,         0,     102/-,     178/184/190,        274/285
  8,    阿克苏,     03:28,     03:39,      11分,      -654,         0,   128.5/-,   222.5/231/252,      348.5/364
  9,      巴楚,     06:07,     06:13,      06分,      -495,         0,   152.5/-,   261.5/272/296,      409.5/462
 10,    阿图什,     08:35,     08:40,      05分,      -347,         0,   173.5/-,   296.5/307/318,      464.5/485
 11,      喀什,     09:13,     09:13,      00分,      -309,         0,   177.5/-,   304.5/316/326,      476.5/498
