   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      敦煌,         -,     07:40,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      瓜州,     09:07,     09:12,       5分,        87,       102,    16.5/-,  62.5/67.5/70.5,    96.5/102.5
  3,    嘉峪关,     12:23,     12:36,      13分,       283,       363,    53.5/-,99.5/104.5/107.5,   152.5/158.5
  4,      酒泉,     12:55,     12:57,       2分,       315,       385,    54.5/-,100.5/105.5/108.5,   155.5/161.5
  5,      清水,     13:35,     13:37,       2分,       355,       449,       -/-,           -/-/-,           -/-
  6,      张掖,     15:06,     15:13,       7分,       446,       586,      81/-,     144/148/154,       222/231
  7,      山丹,     15:46,     15:48,       2分,       486,       639,      86/-,     152/156/161,       233/244
  8,      金昌,     17:12,     17:15,       3分,       572,       756,     102/-,     178/184/190,       274/285
  9,      武威,     18:06,     18:12,       6分,       626,       830,     112/-,     194/200/208,       301/315
 10,    武威南,     18:27,     18:29,       2分,       647,       843,     112/-,     194/200/208,       301/315
 11,      中卫,     21:40,     21:53,      13分,       840,      1087,       -/-,           -/-/-,           -/-
 12,      中宁,     22:28,     22:30,       2分,       888,      1131,       -/-,           -/-/-,           -/-
 13,    青铜峡,     23:55,     00:03,       8分,       975,      1183,       -/-,           -/-/-,           -/-
 14,      银川,     01:14,     01:22,       8分,      1054,      1249,       -/-,           -/-/-,           -/-
 15,    石嘴山,     01:58,     02:02,       4分,      1098,      1304,       -/-,           -/-/-,           -/-
 16,      惠农,     02:40,     02:52,      12分,      1140,      1351,       -/-,           -/-/-,           -/-
 17,      临河,     04:55,     05:01,       6分,      1275,      1542,       -/-,           -/-/-,           -/-
 18,      包头,     07:21,     07:29,       8分,      1421,      1760,       -/-,           -/-/-,           -/-
 19,    萨拉齐,     08:09,     08:11,       2分,      1469,      1820,       -/-,           -/-/-,           -/-
 20,呼和浩特东,     09:40,     10:06,      26分,      1560,      1933,       -/-,           -/-/-,           -/-
 21,    集宁南,     11:29,     11:45,      16分,      1669,      2083,       -/-,           -/-/-,           -/-
 22,      丰镇,     12:45,     12:48,       3分,      1745,      2165,       -/-,           -/-/-,           -/-
 23,      大同,     13:32,     13:40,       8分,      1792,      2210,       -/-,           -/-/-,           -/-
 24,      阳高,     14:25,     14:27,       2分,      1845,      2267,       -/-,           -/-/-,           -/-
 25,      天镇,     14:50,     14:52,       2分,      1870,      2296,       -/-,           -/-/-,           -/-
 26,  张家口南,     16:11,     16:17,       6分,      1951,      2388,       -/-,           -/-/-,           -/-
 27,      宣化,     16:37,     16:39,       2分,      1977,      2413,       -/-,           -/-/-,           -/-
 28,      沙城,     17:22,     17:27,       5分,      2022,      2463,       -/-,           -/-/-,           -/-
 29,      北京,     19:42,         -,          ,      2162,      2584,   273.5/-,463.5/480.5/496.5,   734.5/767.5
