   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    山海关,         -,     07:00,         -,         -,         -,         -,               -,              -
  2,      绥中,     07:48,     07:50,      02分,        48,         0,    12.5/-,      58.5/61/66,            -/-
  3,    东辛庄,     07:59,     08:01,      02分,        59,         0,    12.5/-,      58.5/61/66,            -/-
  4,      兴城,     08:26,     08:29,      03分,        86,         0,    18.5/-,      64.5/67/73,            -/-
  5,    葫芦岛,     08:46,     08:49,      03分,       106,         0,    21.5/-,      67.5/71/77,            -/-
  6,      锦州,     09:28,     09:36,      08分,       148,         0,    28.5/-,      74.5/78/85,            -/-
  7,      凌海,     09:56,     09:58,      02分,       176,         0,    32.5/-,      78.5/82/89,            -/-
  8,    羊圈子,     10:15,     10:15,      00分,       195,         0,       0/-,           0/0/0,            -/-
  9,    沟帮子,     10:29,     10:31,      02分,       209,         0,    40.5/-,      86.5/90/98,            -/-
 10,      盘锦,     10:54,     10:56,      02分,       234,         0,    41.5/-,      87.5/91/99,            -/-
 11,      西柳,     11:45,     11:47,      02分,       285,         0,    51.5/-,    97.5/102/110,            -/-
 12,      海城,     12:01,     12:03,      02分,       301,         0,    51.5/-,    97.5/102/110,            -/-
 13,      鞍山,     12:29,     12:32,      03分,       329,         0,    54.5/-,   100.5/105/114,            -/-
 14,      辽阳,     12:51,     12:53,      02分,       351,         0,    62.5/-,   110.5/115/125,            -/-
 15,      沈阳,     13:41,     13:56,      15分,       401,         0,      69/-,     123/128/139,            -/-
 16,    苏家屯,     14:11,     14:13,      02分,       431,         0,      69/-,     123/128/139,            -/-
 17,      本溪,     15:01,     15:07,      06分,       481,         0,      75/-,     133/139/151,            -/-
 18,    下马塘,     15:44,     15:59,      15分,       524,         0,      78/-,     139/145/157,            -/-
 19,    通远堡,     16:37,     16:45,      08分,       577,         0,      81/-,     144/150/163,            -/-
 20,    刘家河,     17:00,     17:07,      07分,       600,         0,      86/-,     152/158/172,            -/-
 21,    凤凰城,     17:43,     17:48,      05分,       643,         0,      91/-,     158/165/179,            -/-
 22,    五龙背,     18:18,     18:25,      07分,       678,         0,      98/-,     171/178/193,            -/-
 23,      丹东,     18:59,     18:59,      00分,       719,         0,      98/-,     171/178/193,            -/-
