   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      伊春,         -,     17:05,         -,         -,         -,         -,               -,              -
  2,      西林,     17:58,     18:03,      05分,        53,         0,      11/-,    57/59.5/64.5,           -/-
  3,    金山屯,     18:22,     18:25,      03分,        77,         0,    12.5/-,      58.5/61/66,        87.5/99
  4,      南岔,     19:18,     19:24,      06分,       133,         0,    16.5/-,      62.5/65/71,           -/-
  5,      铁力,     20:49,     20:52,      03分,       224,         0,    37.5/-,    83.5/87/94.5,    125.5/141.5
  6,      绥化,     21:56,     22:02,      06分,       291,         0,    50.5/-,  96.5/100.5/109,      146.5/165
  7,   哈尔滨,     23:32,     23:49,      17分,       387,         0,    64.5/-, 115.5/120/130.5,           -/-
  8,      长春,     02:24,     02:34,      10分,      -881,         0,      98/-,   171/177.5/193,           -/-
  9,   公主岭,     03:12,     03:14,      02分,      -833,         0,     102/-,     178/185/201,           -/-
 10,      四平,     03:53,     03:55,      02分,      -792,         0,     105/-,     184/191/208,           -/-
 11,      昌图,     04:28,     04:30,      02分,      -757,         0,     115/-,     200/208/226,           -/-
 12,      开原,     04:50,     04:52,      02分,      -735,         0,     119/-,     207/215/234,        324/365
 13,      铁岭,     05:14,     05:17,      03分,      -711,         0,     119/-,     207/215/234,        324/365
 14,      沈阳,     06:12,     06:42,      30分,      -653,         0,   128.5/-, 222.5/231/251.5,           -/-
 15,   苏家屯,     06:58,     07:04,      06分,      -607,         0,   135.5/-,232.5/241.5/262.5,           -/-
 16,      辽阳,     07:37,     07:41,      04分,      -568,         0,   138.5/-, 238.5/248/269.5,           -/-
 17,      鞍山,     08:01,     08:06,      05分,      -544,         0,   138.5/-, 238.5/248/269.5,    372.5/419.5
 18,   大石桥,     08:58,     09:06,      08分,      -487,         0,   148.5/-,254.5/264.5/287.5,           -/-
 19,   熊岳城,     09:44,     09:47,      03分,      -441,         0,   152.5/-,261.5/271.5/295.5,           -/-
 20,    瓦房店,     10:36,     10:39,      03分,      -389,         0,   156.5/-,   268.5/279/303,      422.5/476
 21,   普兰店,     10:59,     11:01,      02分,      -366,         0,   163.5/-,280.5/291.5/316.5,           -/-
 22,      金州,     11:32,     11:35,      03分,      -333,         0,   168.5/-,288.5/299.5/325.5,           -/-
 23,    大连北,     11:51,     11:51,      00分,      -314,         0,   168.5/-,288.5/299.5/325.5,    450.5/507.5
