   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      沈阳,         -,     17:23,         -,         -,         -,         -,               -,              -
  2,    沈阳北,     17:30,     17:38,      08分,         7,         0,       8/-,        54/57/61,          78/88
  3,      铁岭,     18:19,     18:21,      02分,        56,         0,    12.5/-,      58.5/61/66,        87.5/99
  4,      开原,     18:43,     18:45,      02分,        80,         0,    16.5/-,      62.5/65/71,       96.5/109
  5,      昌图,     19:07,     19:09,      02分,       104,         0,    21.5/-,      67.5/71/77,      102.5/116
  6,      四平,     19:48,     19:51,      03分,       145,         0,    28.5/-,      74.5/78/85,      113.5/128
  7,    公主岭,     20:24,     20:26,      02分,       181,         0,    37.5/-,      83.5/87/95,      125.5/142
  8,      长春,     21:10,     21:20,      10分,       227,         0,    43.5/-,     89.5/93/101,      135.5/153
  9,      德惠,     22:07,     22:09,      02分,       284,         0,    54.5/-,   100.5/105/114,      155.5/176
 10,      扶余,     22:50,     22:53,      03分,       327,         0,    64.5/-,   115.5/120/131,      175.5/198
 11,    哈尔滨,     00:07,     00:27,      20分,       404,         0,      75/-,     133/139/151,        205/231
 12,      绥化,     01:52,     01:55,      03分,       509,         0,      93/-,     163/170/184,        251/283
 13,      庆安,     02:31,     02:33,      02分,       548,         0,      98/-,     171/178/193,        263/297
 14,      铁力,     03:04,     03:06,      02分,       581,         0,     102/-,     178/185/201,        274/309
 15,      朗乡,     04:00,     04:03,      03分,       637,         0,     112/-,     194/202/219,        301/339
 16,      带岭,     04:15,     04:32,      17分,       652,         0,     115/-,     200/208/226,        312/352
 17,      南岔,     04:57,     05:00,      03分,       694,         0,     115/-,     200/208/226,        312/352
 18,      晨明,     05:22,     05:24,      02分,       719,         0,     119/-,     207/215/234,        324/365
 19,      威岭,     05:35,     05:38,      03分,      -708,         0,       0/-,           0/0/0,            0/0
 20,    浩良河,     05:53,     05:55,      02分,       750,         0,     124/-,     215/224/243,        336/379
 21,      香兰,     06:08,     06:11,      03分,       765,         0,   128.5/-,   222.5/231/252,      348.5/393
 22,      汤原,     06:24,     06:28,      04分,       781,         0,   128.5/-,   222.5/231/252,      348.5/393
 23,    莲江口,     06:54,     06:56,      02分,       811,         0,   135.5/-,   232.5/242/263,      360.5/406
 24,    佳木斯,     07:10,     07:28,      18分,       827,         0,   135.5/-,   232.5/242/263,      360.5/406
 25,    福利屯,     08:42,     08:48,      06分,       919,         0,   141.5/-,   244.5/254/276,      381.5/430
 26,      富锦,     10:01,     10:05,      04分,       998,         0,   152.5/-,   261.5/272/296,      409.5/462
 27,    建三江,     10:52,     10:55,      03分,      1049,         0,   156.5/-,   268.5/279/303,      422.5/476
 28,    换新天,     11:21,     11:23,      02分,      1078,         0,   163.5/-,   280.5/292/317,      438.5/494
 29,    前进镇,     11:42,     11:48,      06分,      1099,         0,   163.5/-,   280.5/292/317,      438.5/494
 30,      洪河,     12:07,     12:09,      02分,      1124,         0,   168.5/-,   288.5/300/326,      450.5/508
 31,      前锋,     12:27,     12:30,      03分,      1144,         0,   173.5/-,   296.5/308/335,      464.5/524
 32,  东二道河,     12:44,     12:47,      03分,      1161,         0,   173.5/-,   296.5/308/335,      464.5/524
 33,    寒葱沟,     13:08,     13:11,      03分,      1185,         0,   177.5/-,   304.5/317/344,      476.5/537
 34,      抚远,     13:50,     13:50,      00分,      1227,         0,   180.5/-,   310.5/323/351,      488.5/551
