   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      通辽,         -,     18:38,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      东来,     19:20,     19:22,       2分,        42,        59,       -/-,        57/62/65,     86.5/92.5
  3,      奈曼,     20:41,     20:43,       2分,       123,       165,    24.5/-,  70.5/75.5/78.5,   108.5/114.5
  4,      赤峰,     22:50,     22:58,       8分,       252,       350,    51.5/-,97.5/102.5/105.5,   149.5/155.5
  5,    四合永,     01:17,     01:20,       3分,       399,       500,      72/-,     129/132/136,       197/204
  6,      承德,     04:02,     04:31,      29分,       564,       618,       -/-,           -/-/-,           -/-
  7,    密云北,     08:23,     08:37,      14分,       825,       784,       -/-,           -/-/-,           -/-
  8,    北京东,     10:29,     10:50,      21分,       951,       869,   148.5/-,254.5/263.5/272.5,   398.5/415.5
  9,      涿州,     11:55,     12:12,      17分,      1037,       944,       -/-,           -/-/-,           -/-
 10,      徐水,     13:18,     13:20,       2分,      1120,      1002,       -/-,           -/-/-,           -/-
 11,      保定,     13:38,     13:56,      18分,      1140,      1026,       -/-,           -/-/-,           -/-
 12,    石家庄,     16:13,         -,          ,      1295,      1161,   148.5/-,254.5/263.5/272.5,   398.5/415.5
