   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  连云港东,         -,     11:41,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    东海县,     12:40,     12:43,       3分,        59,        60,      11/-,        57/62/65,     86.5/92.5
  3,      新沂,     13:13,     13:16,       3分,        92,       101,    16.5/-,  62.5/67.5/70.5,    96.5/102.5
  4,      邳州,     13:40,     13:43,       3分,       119,       138,    21.5/-,  67.5/72.5/75.5,   102.5/108.5
  5,      徐州,     14:38,     15:00,      22分,       177,       210,    32.5/-,  78.5/83.5/86.5,   118.5/124.5
  6,      淮北,     16:09,     16:13,       4分,       268,       272,    41.5/-,  87.5/92.5/95.5,   132.5/138.5
  7,      涡阳,     17:07,     17:11,       4分,       326,       357,    51.5/-,97.5/102.5/105.5,   149.5/155.5
  8,      阜阳,     18:32,     18:55,      23分,       411,       433,    64.5/-,115.5/119.5/122.5,   175.5/182.5
  9,      阜南,     19:25,     19:30,       5分,       464,       477,      69/-,     123/126/130,       186/194
 10,      潢川,     20:30,     20:34,       4分,       529,       549,      75/-,     133/138/142,       205/214
 11,      麻城,     21:48,     22:00,      12分,       607,       669,      91/-,     158/164/169,       243/253
 12,      黄州,     22:40,     22:43,       3分,       659,       736,      98/-,     171/176/182,       263/275
 13,      九江,     00:41,     00:52,      11分,       780,       892,     115/-,     200/206/214,       312/325
 14,      宜春,     04:43,     04:47,       4分,      1022,      1242,   156.5/-,270.5/279.5/288.5,   422.5/440.5
 15,      萍乡,     05:31,     05:35,       4分,      1070,      1325,   163.5/-,280.5/289.5/299.5,   438.5/456.5
 16,      株洲,     06:38,     07:00,      22分,      1137,      1406,   173.5/-,296.5/306.5/317.5,   464.5/484.5
 17,      衡阳,     08:25,     08:31,       6分,      1244,      1540,   180.5/-,310.5/321.5/331.5,   488.5/509.5
 18,      耒阳,     09:16,     09:18,       2分,      1295,      1603,     192/-,     328/339/351,       515/537
 19,      郴州,     10:17,     10:22,       5分,      1356,      1675,     198/-,     337/349/361,       530/552
 20,      乐昌,     11:29,     11:31,       2分,      1428,      1778,     206/-,     353/365/377,       556/582
 21,    韶关东,     12:07,     12:13,       6分,      1466,      1840,     206/-,     353/365/377,       599/626
 22,      广州,     15:06,         -,          ,      1645,      2061,     229/-,     389/403/416,       683/723
