   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      合肥,         -,     11:38,         -,         -,         -,         -,               -,              -
  2,    安庆西,     13:45,     13:49,      04分,       127,         0,    23.5/-,      69.5/73/79,            -/-
  3,    天柱山,     14:12,     14:23,      11分,       154,         0,    28.5/-,      74.5/78/85,            -/-
  4,      宿松,     15:21,     15:25,      04分,       223,         0,    40.5/-,      86.5/90/98,            -/-
  5,      黄梅,     15:43,     15:46,      03分,       245,         0,    41.5/-,      87.5/91/99,            -/-
  6,      九江,     16:33,     16:50,      17分,       295,         0,    50.5/-,    96.5/101/109,            -/-
  7,      永修,     17:40,     17:50,      10分,       362,         0,    62.5/-,   110.5/115/125,            -/-
  8,    南昌西,     18:55,     19:06,      11分,       437,         0,      69/-,     123/128/139,            -/-
  9,      吉安,     21:20,     21:26,      06分,       582,         0,      93/-,     163/170/184,            -/-
 10,      赣州,     23:30,     23:36,      06分,       712,         0,     115/-,     200/208/226,            -/-
 11,      龙川,     03:23,     03:27,      04分,       945,         0,   157.5/-,   266.5/277/301,            -/-
 12,      河源,     04:23,     04:27,      04分,      1005,         0,   169.5/-,   286.5/298/324,            -/-
 13,      惠州,     05:21,     05:26,      05分,      1063,         0,   173.5/-,   294.5/306/333,            -/-
 14,    东莞东,     06:11,     06:11,      00分,      1113,         0,   189.5/-,   318.5/331/360,            -/-
