   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      沈阳,         -,     16:58,         -,         -,         -,         -,               -,              -
  2,      新民,     17:44,     17:46,      02分,        46,         0,    12.5/-,      58.5/61/66,        87.5/99
  3,    大虎山,     18:30,     18:40,      10分,        92,         0,    21.5/-,      67.5/71/77,      102.5/116
  4,    沟帮子,     19:09,     19:20,      11分,       131,         0,    28.5/-,      74.5/78/85,      112.5/127
  5,      锦州,     20:03,     20:11,      08分,       185,         0,    40.5/-,      86.5/90/98,      129.5/146
  6,    葫芦岛,     20:44,     20:46,      02分,       226,         0,    43.5/-,     89.5/93/101,      135.5/153
  7,      绥中,     21:31,     21:33,      02分,       273,         0,    53.5/-,    99.5/104/113,      152.5/172
  8,    山海关,     22:20,     22:26,      06分,       322,         0,    62.5/-,   110.5/115/125,      166.5/188
  9,    秦皇岛,     22:44,     22:47,      03分,       346,         0,    64.5/-,   115.5/120/131,      175.5/198
 10,      滦县,     23:45,     23:47,      02分,       407,         0,      75/-,     133/139/151,        205/231
 11,    唐山北,     00:24,     00:34,      10分,       446,         0,      81/-,     144/150/163,        222/251
 12,    玉田县,     00:57,     01:00,      03分,       479,         0,      86/-,     152/158/172,        233/263
 13,      北京,     02:24,     02:49,      25分,       566,         0,     102/-,     178/185/201,        274/309
 14,  张家口南,     06:04,     06:12,      08分,       786,         0,     119/-,     207/215/234,        324/365
 15,    柴沟堡,     06:52,     06:55,      03分,       834,         0,   128.5/-,   222.5/231/252,      348.5/393
 16,      天镇,     07:41,     07:44,      03分,       883,         0,   135.5/-,   232.5/242/263,      360.5/406
 17,      阳高,     08:10,     08:13,      03分,       912,         0,   135.5/-,   232.5/242/263,      360.5/406
 18,      大同,     09:06,     09:32,      26分,       968,         0,   141.5/-,   244.5/254/276,      381.5/430
 19,    怀仁东,     10:07,     10:10,      03分,      1029,         0,   148.5/-,   254.5/265/288,      398.5/449
 20,      应县,     10:25,     10:28,      03分,      1047,         0,   148.5/-,   254.5/265/288,      398.5/449
 21,      山阴,     10:44,     10:47,      03分,      1066,         0,   152.5/-,   261.5/272/296,      409.5/462
 22,      原平,     11:43,     11:49,      06分,      1125,         0,       0/-,           0/0/0,            0/0
 23,      忻州,     12:15,     12:20,      05分,      1157,         0,   163.5/-,   280.5/292/317,      438.5/494
 24,    太原东,     13:30,     13:32,      02分,      1232,         0,   173.5/-,   296.5/308/335,      464.5/524
 25,      太原,     13:38,     13:55,      17分,      1240,         0,       0/-,           0/0/0,            0/0
 26,      榆次,     14:18,     14:22,      04分,      1280,         0,   173.5/-,   296.5/308/335,      464.5/524
 27,      太谷,     14:48,     14:50,      02分,      1310,         0,   177.5/-,   304.5/317/344,      476.5/537
 28,      祁县,     15:07,     15:09,      02分,      1329,         0,   180.5/-,   310.5/323/351,      488.5/551
 29,      平遥,     15:24,     15:28,      04分,      1346,         0,       0/-,           0/0/0,            0/0
 30,      介休,     15:53,     15:58,      05分,      1375,         0,   189.5/-,   322.5/335/364,      504.5/569
 31,      灵石,     16:23,     16:25,      02分,      1405,         0,   189.5/-,   322.5/335/364,      504.5/569
 32,      霍州,     17:01,     17:03,      02分,      1443,         0,     192/-,     328/341/371,        515/580
 33,      洪洞,     17:40,     17:42,      02分,      1482,         0,     198/-,     337/350/381,        530/597
 34,      临汾,     18:05,     18:05,      00分,      1507,         0,     198/-,     337/350/381,        530/597
