   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      南宁,         -,     09:25,         -,         -,         -,         -,               -,              -
  2,      黎塘,     10:54,     10:59,      05分,        89,         0,    18.5/-,      64.5/67/73,       97.5/110
  3,      来宾,     11:43,     11:48,      05分,       138,         0,    28.5/-,      74.5/78/85,      113.5/128
  4,      柳州,     12:53,     13:00,      07分,       208,         0,    40.5/-,      86.5/90/98,      129.5/146
  5,      宜州,     14:07,     14:13,      06分,       282,         0,    51.5/-,  97.5/102/105.5,      149.5/169
  6,    金城江,     15:03,     15:13,      10分,       338,         0,    62.5/-,   110.5/115/125,      166.5/188
  7,      南丹,     16:10,     16:17,      07分,       405,         0,      69/-,     123/128/139,        186/210
  8,      麻尾,     17:00,     17:07,      07分,       455,         0,      78/-,     139/145/157,        214/242
  9,      独山,     17:51,     17:57,      06分,       506,         0,      91/-,     158/165/179,        243/274
 10,      都匀,     18:27,     18:32,      05分,       542,         0,      98/-,     171/178/193,        263/297
 11,    贵定南,     19:03,     19:12,      09分,       578,         0,     102/-,     178/185/201,        274/309
 12,      贵阳,     20:15,     20:46,      31分,       650,         0,     115/-,     200/208/226,        312/352
 13,      遵义,     23:54,     23:59,      05分,       869,         0,   135.5/-,   232.5/242/263,      360.5/406
 14,      桐梓,     01:34,     01:49,      15分,       969,         0,   138.5/-,   238.5/248/270,      372.5/420
 15,      綦江,     05:18,     05:23,      05分,      1193,         0,   152.5/-,   261.5/272/296,      409.5/462
 16,      重庆,     06:51,     07:41,      50分,      1286,         0,   168.5/-,   288.5/300/326,      450.5/508
 17,      北碚,     09:53,     09:58,      05分,      1468,         0,   168.5/-,   288.5/300/326,      450.5/508
 18,      潼南,     10:54,     10:57,      03分,      1529,         0,   177.5/-,   304.5/317/344,      476.5/537
 19,    成都东,     12:56,     12:56,      00分,      1651,         0,     198/-,     337/350/381,        530/597
