   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      漯河,         -,     14:40,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      周口,     15:42,     15:50,       8分,        62,        64,    12.5/-,      58.5/65/68,       87.5/93
  3,      项城,     16:17,     16:24,       7分,        97,        94,    15.5/-,  61.5/66.5/69.5,     92.5/98.5
  4,      沈丘,     16:44,     16:52,       8分,       124,       113,    18.5/-,  64.5/69.5/72.5,    97.5/103.5
  5,    界首市,     17:19,     17:24,       5分,       159,       143,    23.5/-,  69.5/74.5/77.5,   104.5/110.5
  6,      阜阳,     18:44,     19:16,      32分,       244,       211,    32.5/-,      78.5/87/91,     118.5/126
  7,      涡阳,     20:07,     20:13,       6分,       327,       287,    43.5/-,  89.5/94.5/97.5,   135.5/141.5
  8,      蚌埠,     23:10,     23:16,       6分,       510,       486,      69/-,     123/126/130,       186/194
  9,      南京,     01:14,     01:23,       9分,       634,       670,     104/-,     189/198/204,       296/309
 10,      常州,     02:58,     03:03,       5分,       738,       806,     122/-,     219/228/236,       342/358
 11,      无锡,     03:30,     03:34,       4分,       770,       845,     127/-,     227/236/244,       354/370
 12,      苏州,     04:14,     04:17,       3分,       814,       887,     131/-,     234/244/252,       365/380
 13,      上海,     05:23,         -,          ,       883,       971,     154/-,     255/263/270,       386/401
