   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      济南,         -,     19:25,         -,         -,         -,         -,               -,              -
  2,      晏城,     19:56,     19:59,      03分,        31,         0,       9/-,        55/58/63,        81.5/92
  3,      禹城,     20:12,     20:15,      03分,        47,         0,      11/-,        57/60/65,        83.5/95
  4,      平原,     20:39,     20:42,      03分,        74,         0,       0/-,           0/0/0,            0/0
  5,      吴桥,     21:33,     21:36,      03分,       128,         0,    21.5/-,      67.5/71/77,      102.5/116
  6,      东光,     21:57,     21:59,      02分,       152,         0,    28.5/-,      74.5/78/85,      112.5/127
  7,      沧州,     22:33,     22:39,      06分,       188,         0,    37.5/-,      83.5/87/95,      125.5/142
  8,      静海,     23:21,     23:23,      02分,       236,         0,    46.5/-,     92.5/97/105,      140.5/159
  9,      天津,     00:15,     00:27,      12分,       290,         0,    51.5/-,    97.5/102/110,      149.5/169
 10,      唐山,     02:10,     02:13,      03分,       405,         0,      69/-,     123/128/139,        186/210
 11,      锦州,     06:27,     06:32,      05分,       662,         0,     112/-,     194/202/219,        301/339
 12,    沟帮子,     07:14,     07:16,      02分,       709,         0,     119/-,     207/215/234,        324/365
 13,      新民,     08:25,     08:27,      02分,       780,         0,   128.5/-,   222.5/231/252,      348.5/393
 14,    沈阳北,     10:00,     10:08,      08分,       875,         0,   138.5/-,   238.5/248/270,      372.5/420
 15,      铁岭,     10:49,     10:51,      02分,       924,         0,   141.5/-,   244.5/254/276,      381.5/430
 16,      昌图,     11:31,     11:33,      02分,       966,         0,   152.5/-,   261.5/272/296,      409.5/462
 17,      四平,     12:13,     12:25,      12分,      1008,         0,   156.5/-,   268.5/279/303,      422.5/476
 18,    公主岭,     12:58,     13:08,      10分,      1053,         0,   163.5/-,   280.5/292/317,      438.5/494
 19,      长春,     13:52,     14:02,      10分,      1107,         0,   168.5/-, 288.5/298.5/325,     450.5/508
 20,      德惠,     14:58,     15:01,      03分,      1173,         0,   177.5/-,   304.5/317/344,      476.5/537
 21,      扶余,     15:42,     15:44,      02分,      1217,         0,   180.5/-,   310.5/323/351,      488.5/551
 22,    双城堡,     16:20,     16:30,      10分,      1255,         0,   189.5/-,   322.5/335/364,      504.5/569
 23,    哈尔滨,     17:12,     17:12,      00分,      1307,         0,     192/-,     328/341/371,        515/580
