   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    桂林北,         -,     19:50,         -,         -,         -,         -,               -,              -
  2,    兴安北,     20:26,     20:29,      03分,        36,         0,      11/-,        57/60/65,        86.5/98
  3,    全州南,     21:02,     21:05,      03分,        72,         0,    16.5/-,      62.5/65/71,       96.5/109
  4,    东安东,     21:49,     21:54,      05分,       119,         0,    24.5/-,      70.5/74/80,      108.5/123
  5,      永州,     22:20,     22:26,      06分,       150,         0,    29.5/-,      75.5/79/86,      115.5/131
  6,      祁东,     23:04,     23:07,      03分,       194,         0,    41.5/-,      87.5/91/99,      132.5/150
  7,      衡阳,     00:03,     00:18,      15分,       253,         0,    50.5/-,    96.5/101/109,      146.5/165
  8,      长沙,     02:21,     02:31,      10分,       391,         0,      75/-,     133/139/151,        205/231
  9,      岳阳,     03:55,     04:00,      05分,       485,         0,      91/-,     158/165/179,        243/274
 10,      武昌,     06:57,     07:17,      20分,       667,         0,     115/-,     200/208/226,        312/352
 11,      孝感,     08:20,     08:23,      03分,       750,         0,     124/-,     215/224/243,        336/379
 12,      花园,     08:44,     08:55,      11分,       774,         0,   128.5/-,   222.5/231/252,      348.5/393
 13,      信阳,     10:09,     10:14,      05分,       859,         0,   141.5/-,   244.5/254/276,      381.5/430
 14,    驻马店,     11:14,     11:18,      04分,       924,         0,   152.5/-,   261.5/272/296,      409.5/462
 15,      遂平,     11:31,     11:34,      03分,       941,         0,   152.5/-,   261.5/272/296,      409.5/462
 16,      西平,     11:51,     11:54,      03分,       961,         0,   156.5/-,   268.5/279/303,      422.5/476
 17,      漯河,     12:13,     12:17,      04分,       983,         0,   156.5/-,   268.5/279/303,      422.5/476
 18,      许昌,     13:06,     13:09,      03分,      1036,         0,   163.5/-,   280.5/292/317,      438.5/494
 19,      郑州,     14:05,     14:19,      14分,      1095,         0,   173.5/-,   296.5/308/335,      464.5/524
 20,      新乡,     15:17,     15:22,      05分,      1167,         0,   177.5/-,   304.5/317/344,      476.5/537
 21,      鹤壁,     16:01,     16:03,      02分,      1211,         0,   189.5/-,   322.5/335/364,      504.5/569
 22,      安阳,     16:32,     16:34,      02分,      1242,         0,     192/-,     328/341/371,        515/580
 23,      邯郸,     17:09,     17:13,      04分,      1279,         0,     198/-,     337/350/381,        530/597
 24,      临城,     18:11,     18:23,      12分,      1341,         0,     201/-,     343/357/387,        542/611
 25,    石家庄,     19:09,     19:15,      06分,      1399,         0,     206/-,     353/367/399,        556/627
 26,      定州,     20:02,     20:04,      02分,      1452,         0,     217/-,     370/385/418,        585/659
 27,      保定,     20:41,     20:45,      04分,      1491,         0,     224/-,     381/396/430,        598/674
 28,    高碑店,     21:37,     21:43,      06分,      1547,         0,     229/-,     389/404/439,        613/691
 29,    北京西,     22:48,     22:48,      00分,      1618,         0,     236/-,     399/415/451,        629/709
