   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      温州,         -,     14:50,         -,         -,         -,         -,               -,              -
  2,      青田,     15:43,     15:46,      03分,        53,         0,      11/-,        57/60/65,        86.5/98
  3,      丽水,     16:52,     16:54,      02分,       122,         0,    21.5/-,      67.5/71/77,      102.5/116
  4,      缙云,     17:27,     17:29,      02分,       157,         0,    24.5/-,      70.5/74/80,      108.5/123
  5,      永康,     18:00,     18:04,      04分,       190,         0,    32.5/-,      78.5/82/89,      118.5/134
  6,      武义,     18:25,     18:27,      02分,       215,         0,    37.5/-,      83.5/87/95,      125.5/142
  7,      金华,     19:31,     19:43,      12分,       281,         0,    41.5/-,      87.5/91/99,      132.5/150
  8,      义乌,     20:17,     20:20,      03分,       327,         0,    46.5/-,     92.5/97/105,      140.5/159
  9,      诸暨,     20:47,     20:56,      09分,       357,         0,    53.5/-,    99.5/104/113,      152.5/172
 10,      杭州,     21:56,     22:13,      17分,       426,         0,    64.5/-,   115.5/120/131,      175.5/198
 11,    德清西,     23:11,     23:24,      13分,       501,         0,      72/-,     129/134/146,        197/222
 12,    长兴南,     00:20,     00:23,      03分,       570,         0,      78/-,     139/145/157,        214/242
 13,      宣城,     01:50,     01:54,      04分,       660,         0,      93/-,     163/170/184,        251/283
 14,      芜湖,     02:49,     02:55,      06分,       719,         0,     102/-,     178/185/201,        274/309
 15,      巢湖,     03:55,     03:58,      03分,       785,         0,     112/-,     194/202/219,        301/339
 16,      合肥,     04:58,     05:13,      15分,       848,         0,     115/-,     200/208/226,        312/352
 17,      淮南,     06:29,     06:35,      06分,       939,         0,   128.5/-,   222.5/231/252,      348.5/393
 18,      阜阳,     08:12,     08:27,      15分,      1042,         0,   141.5/-,   244.5/254/276,    381.5/398.5
 19,      亳州,     09:39,     09:43,      04分,      1129,         0,   152.5/-,   261.5/272/296,      409.5/462
 20,    商丘南,     10:30,     10:33,      03分,      1180,         0,   156.5/-,   268.5/279/303,      422.5/476
 21,      定陶,     11:25,     11:28,      03分,      1235,         0,   168.5/-,   288.5/300/326,      450.5/508
 22,      菏泽,     11:45,     11:49,      04分,      1255,         0,   168.5/-,   288.5/300/326,      450.5/508
 23,      梁山,     12:34,     12:39,      05分,      1304,         0,   177.5/-,   304.5/317/344,      476.5/537
 24,      阳谷,     13:02,     13:06,      04分,      1332,         0,   180.5/-,   310.5/323/351,      488.5/551
 25,      聊城,     13:34,     13:38,      04分,      1364,         0,   180.5/-,   310.5/323/351,      488.5/551
 26,      临清,     14:18,     14:20,      02分,      1408,         0,   189.5/-,   322.5/335/364,      504.5/569
 27,    清河城,     14:41,     14:43,      02分,      1431,         0,     192/-,     328/341/371,        515/580
 28,      枣强,     15:19,     15:25,      06分,      1469,         0,     198/-,     337/350/381,        530/597
 29,      衡水,     15:56,     16:18,      22分,      1506,         0,     198/-,     337/350/381,        530/597
 30,      辛集,     16:50,     16:52,      02分,      1560,         0,     201/-,     343/357/387,        542/611
 31,  石家庄北,     17:52,     18:26,      34分,      1622,         0,     206/-,     353/367/399,        556/627
 32,      太原,     20:22,     20:22,      00分,      1772,         0,       0/-,           0/0/0,            0/0
