   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西安,         -,     14:00,         -,         -,         -,         -,               -,              -
  2,      华山,     15:35,     15:38,      03分,        95,         0,    19.5/-,      65.5/68/74,       99.5/113
  3,      潼关,     15:53,     15:57,      04分,       113,         0,    21.5/-,      67.5/71/77,      102.5/116
  4,    三门峡,     17:40,     17:53,      13分,       220,         0,    41.5/-,      87.5/91/99,      132.5/150
  5,    新安县,     19:18,     19:24,      06分,       318,         0,    51.5/-,    97.5/102/110,      149.5/169
  6,      洛阳,     19:51,     19:54,      03分,       351,         0,    54.5/-,   100.5/105/114,      155.5/176
  7,      巩义,     20:37,     20:40,      03分,       397,         0,    64.5/-,   115.5/120/131,      175.5/198
  8,      郑州,     22:09,     22:27,      18分,       489,         0,      72/-,     129/134/146,        197/222
  9,      许昌,     23:22,     23:35,      13分,       562,         0,      81/-,     144/150/163,        222/251
 10,      武昌,     05:21,     05:31,      10分,       921,         0,   135.5/-,   232.5/242/263,      360.5/406
 11,      岳阳,     07:51,     07:56,      05分,      1071,         0,   156.5/-,   268.5/279/303,      422.5/476
 12,      长沙,     09:23,     09:23,      00分,      1163,         0,   173.5/-,   296.5/308/335,      464.5/524
