   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      温州,         -,     07:30,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      青田,     08:23,     08:25,       2分,        53,        57,      11/-,        57/62/65,     86.5/92.5
  3,      丽水,     09:26,     09:28,       2分,       116,       136,    21.5/-,  67.5/72.5/75.5,   102.5/108.5
  4,      缙云,     10:00,     10:02,       2分,       150,       168,    24.5/-,  70.5/75.5/78.5,   108.5/114.5
  5,      永康,     10:33,     10:35,       2分,       183,       201,    32.5/-,  78.5/83.5/86.5,   118.5/124.5
  6,      武义,     10:55,     11:03,       8分,       205,       222,    37.5/-,  83.5/88.5/91.5,   125.5/131.5
  7,      金华,     11:49,     12:00,      11分,       259,       262,    41.5/-,  87.5/92.5/95.5,   132.5/138.5
  8,      玉山,     13:54,     13:57,       3分,       384,       429,    62.5/-,110.5/114.5/117.5,   166.5/174.5
  9,      上饶,     14:19,     14:25,       6分,       409,       459,    64.5/-,115.5/119.5/122.5,   175.5/182.5
 10,      贵溪,     15:20,     15:30,      10分,       470,       554,      78/-,     139/144/148,       214/223
 11,      鹰潭,     15:47,     16:01,      14分,       497,       575,      78/-,     139/144/148,       214/223
 12,      新余,     18:22,     18:26,       4分,       652,       821,     112/-,     194/200/208,       301/315
 13,      萍乡,     19:41,     19:45,       4分,       731,       946,     124/-,     215/223/230,       336/351
 14,      株洲,     20:44,     20:54,      10分,       794,      1027,   135.5/-,232.5/240.5/247.5,   360.5/377.5
 15,      湘潭,     21:19,     21:22,       3分,       829,      1053,   135.5/-,232.5/240.5/247.5,   360.5/377.5
 16,      湘乡,     21:50,     21:52,       2分,       860,      1095,   138.5/-,238.5/246.5/255.5,   372.5/388.5
 17,      娄底,     22:34,     22:40,       6分,       904,      1153,   148.5/-,254.5/263.5/272.5,   398.5/415.5
 18,      新化,     23:51,     23:53,       2分,       981,      1245,   152.5/-,261.5/270.5/279.5,   409.5/427.5
 19,      溆浦,     01:21,     01:31,      10分,      1071,      1363,   168.5/-,288.5/298.5/307.5,   450.5/470.5
 20,      怀化,     03:02,     03:20,      18分,      1172,      1467,   177.5/-,304.5/315.5/325.5,   476.5/497.5
 21,      凯里,     07:21,     07:28,       7分,      1431,      1736,     201/-,     343/355/367,       542/566
 22,      贵阳,     10:14,         -,          ,      1604,      1924,     217/-,     370/408/426,       585/621
