   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      上海,         -,     08:56,         -,         -,         -,         -,               -,              -
  2,      昆山,     09:34,     09:38,      04分,        38,         0,      11/-,        57/60/65,        83.5/95
  3,      苏州,     10:02,     10:06,      04分,        66,         0,    14.5/-,      60.5/63/69,       90.5/102
  4,      无锡,     10:34,     10:38,      04分,        98,         0,    19.5/-,      65.5/68/74,       99.5/113
  5,      常州,     11:05,     11:09,      04分,       129,         0,    24.5/-,      70.5/74/80,      108.5/123
  6,      南京,     12:49,     12:59,      10分,       233,         0,    46.5/-,     92.5/97/105,      140.5/159
  7,      蚌埠,     15:07,     15:24,      17分,       371,         0,      69/-,     123/128/139,        186/210
  8,      宿州,     16:29,     16:32,      03分,       453,         0,      78/-,     139/145/157,        214/242
  9,      徐州,     17:23,     17:40,      17分,       507,         0,      91/-,     158/165/179,        243/274
 10,      砀山,     18:31,     18:35,      04分,       575,         0,      98/-,     171/178/193,        263/297
 11,      商丘,     19:18,     19:21,      03分,       622,         0,     105/-,     184/191/208,        285/321
 12,      民权,     19:58,     20:00,      02分,       662,         0,     112/-,     194/202/219,        301/339
 13,      兰考,     20:22,     20:25,      03分,       686,         0,     115/-,     200/208/226,        312/352
 14,      开封,     20:57,     21:00,      03分,       721,         0,     119/-,     207/215/234,        324/365
 15,      郑州,     21:44,     22:01,      17分,       768,         0,   128.5/-,   222.5/231/252,      348.5/393
 16,      洛阳,     23:44,     23:49,      05分,       888,         0,   141.5/-,   244.5/254/276,      381.5/430
 17,      西安,     04:42,     04:56,      14分,      1186,         0,   180.5/-,   310.5/323/351,      488.5/551
 18,      杨陵,     05:49,     06:22,      33分,      1253,         0,   189.5/-,   322.5/335/364,      504.5/569
 19,      宝鸡,     07:35,     07:41,      06分,      1359,         0,     198/-,     337/350/381,        530/597
 20,      天水,     09:18,     09:24,      06分,      1462,         0,     206/-,     353/367/399,        556/627
 21,      甘谷,     10:06,     10:09,      03分,      1510,         0,     217/-,     370/385/418,        585/659
 22,      陇西,     10:58,     11:02,      04分,      1562,         0,     224/-,     381/396/430,        598/674
 23,      定西,     11:58,     12:00,      02分,      1622,         0,     229/-,     389/404/439,        613/691
 24,      兰州,     13:41,     13:51,      10分,      1725,         0,     240/-,     408/424/461,        640/721
 25,    海石湾,     15:21,     15:24,      03分,      1825,         0,     251/-,     426/443/481,        673/758
 26,      乐都,     15:52,     15:55,      03分,      1856,         0,     251/-,     426/443/481,        673/758
 27,      西宁,     16:53,     16:53,      00分,      1917,         0,   254.5/-,   434.5/452/491,      687.5/775
