   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      靖宇,         -,     00:45,         -,         -,         -,         -,               -,              -
  2,    三道湖,     01:01,     01:03,      02分,        16,         0,       8/-,        54/57/61,          78/88
  3,      抚松,     01:31,     01:34,      03分,        46,         0,      11/-,        57/60/65,        86.5/98
  4,    松江河,     02:06,     02:34,      28分,        81,         0,    12.5/-,      58.5/61/66,       89.5/101
  5,      氡泉,     03:20,     03:21,      01分,       155,         0,       0/-,           0/0/0,            0/0
  6,    松树镇,     03:43,     03:48,      05分,       178,         0,    19.5/-,      65.5/68/74,       99.5/113
  7,      大东,     04:38,     04:48,      10分,       233,         0,       0/-,           0/0/0,            0/0
  8,      江源,     05:19,     05:39,      20分,       274,         0,    28.5/-,      74.5/78/85,      113.5/128
  9,    白山市,     06:00,     06:17,      17分,       315,         0,    32.5/-,      78.5/82/89,      118.5/134
 10,      通化,     07:20,     07:38,      18分,       395,         0,    41.5/-,      87.5/91/99,      132.5/150
 11,    三源浦,     08:38,     08:53,      15分,       473,         0,    46.5/-,     92.5/97/105,      140.5/159
 12,      柳河,     09:48,     09:55,      07分,       543,         0,    51.5/-,    97.5/102/110,      149.5/169
 13,    梅河口,     10:30,     10:42,      12分,       585,         0,    54.5/-,   100.5/105/114,      155.5/176
 14,      东丰,     11:08,     11:16,      08分,       623,         0,    62.5/-,   110.5/115/125,      166.5/188
 15,      辽源,     12:02,     12:10,      08分,       677,         0,      69/-,     123/128/139,        186/210
 16,      石岭,     12:55,     13:03,      08分,       730,         0,      72/-,     129/134/146,        197/222
 17,      四平,     13:52,     14:02,      10分,       787,         0,      75/-,     133/139/151,        205/231
 18,    公主岭,     14:36,     14:45,      09分,       831,         0,      81/-,     144/150/163,        222/251
 19,      长春,     15:29,     15:37,      08分,       884,         0,      91/-,     158/165/179,        243/274
 20,      九台,     16:27,     16:33,      06分,       942,         0,      98/-,     171/178/193,        263/297
 21,      左家,     17:10,     17:10,      00分,       985,         0,       0/-,           0/0/0,            0/0
 22,      吉林,     17:29,     17:39,      10分,      1004,         0,     105/-,     184/191/208,        285/321
 23,      蛟河,     19:35,     19:38,      03分,      1130,         0,     115/-,     200/208/226,        312/352
 24,    白石山,     20:11,     20:15,      04分,      1166,         0,     119/-,     207/215/234,        324/365
 25,    黄松甸,     20:35,     20:45,      10分,      1190,         0,     119/-,     207/215/234,        324/365
 26,    黄泥河,     21:28,     21:33,      05分,      1243,         0,     124/-,     215/224/243,        336/379
 27,      敦化,     22:08,     22:08,      00分,      1283,         0,   128.5/-,   222.5/231/252,      348.5/393
