   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    青岛北,         -,     11:02,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      蓝村,     11:29,     11:32,       3分,        27,        37,    9/12.5,        55/60/63,     81.5/87.5
  3,      胶州,     11:48,     11:51,       3分,        46,        58,      11/-,        57/62/65,     86.5/92.5
  4,      诸城,     13:37,     13:42,       5分,       155,       122,       -/-,           -/-/-,           -/-
  5,      五莲,     14:06,     14:09,       3分,       184,       157,       -/-,           -/-/-,           -/-
  6,      莒县,     15:17,     15:19,       2分,       255,       197,    29.5/-,  75.5/80.5/83.5,           -/-
  7,      临沂,     16:34,     16:40,       6分,       332,       287,    43.5/-,  89.5/94.5/97.5,           -/-
  8,    兰陵北,     17:14,     17:25,      11分,       372,       342,       -/-,           -/-/-,           -/-
  9,    枣庄东,     18:01,     18:16,      15分,       419,       391,    54.5/-,100.5/105.5/108.5,           -/-
 10,    枣庄西,     19:08,     19:10,       2分,       486,       422,    62.5/-,110.5/114.5/117.5,           -/-
 11,      徐州,     20:09,     20:33,      24分,       547,       490,      93/-,     163/168/174,       251/263
 12,      淮北,     21:30,     21:35,       5分,       628,       552,     102/-,     178/184/190,       274/285
 13,      涡阳,     22:29,     22:33,       4分,       687,       637,     112/-,     194/200/208,       301/315
 14,      阜阳,     23:34,     23:49,      15分,       752,       713,     119/-,     207/215/221,       324/337
 15,      淮南,     01:13,     01:17,       4分,       851,       839,       -/-,           -/-/-,           -/-
 16,      合肥,     02:26,     02:39,      13分,       924,       934,     119/-,     207/215/221,           -/-
 17,      芜湖,     04:36,     04:42,       6分,      1054,      1075,       -/-,           -/-/-,           -/-
 18,      宣城,     05:36,     05:39,       3分,      1114,      1139,       -/-,           -/-/-,           -/-
 19,    长兴南,     07:02,     07:06,       4分,      1200,      1253,   156.5/-,270.5/279.5/288.5,           -/-
 20,    德清西,     07:46,     07:53,       7分,      1244,      1311,       -/-,           -/-/-,           -/-
 21,      杭州,     08:45,     09:07,      22分,      1303,      1379,   168.5/-,288.5/298.5/307.5,           -/-
 22,      诸暨,     10:02,     10:05,       3分,      1380,      1466,       -/-,           -/-/-,           -/-
 23,      义乌,     10:35,     10:39,       4分,      1413,      1518,       -/-,           -/-/-,           -/-
 24,      金华,     11:21,     11:35,      14分,      1459,      1566,       -/-,           -/-/-,           -/-
 25,      武义,     12:18,     12:20,       2分,      1516,      1606,       -/-,           -/-/-,           -/-
 26,      永康,     12:40,     12:43,       3分,      1538,      1627,       -/-,           -/-/-,           -/-
 27,      缙云,     13:14,     13:16,       2分,      1572,      1660,       -/-,           -/-/-,           -/-
 28,      丽水,     13:48,     13:51,       3分,      1606,      1692,       -/-,           -/-/-,           -/-
 29,      青田,     15:15,     15:20,       5分,      1693,      1771,       -/-,           -/-/-,           -/-
 30,      温州,     16:30,         -,          ,      1768,      1828,     206/-,     353/365/377,           -/-
