   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      汉口,         -,     18:55,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      孝感,     19:43,     19:46,       3分,        41,        70,       -/-,           -/-/-,           -/-
  3,      花园,     20:07,     20:10,       3分,        65,       104,       -/-,           -/-/-,           -/-
  4,      广水,     20:42,     20:45,       3分,       100,       149,       -/-,           -/-/-,           -/-
  5,      信阳,     21:30,     21:33,       3分,       148,       214,       -/-,           -/-/-,           -/-
  6,    驻马店,     22:33,     22:36,       3分,       211,       310,       -/-,           -/-/-,           -/-
  7,      漯河,     23:19,     23:42,      23分,       257,       376,       -/-,           -/-/-,           -/-
  8,      周口,     00:35,     00:42,       7分,       333,       442,       -/-,           -/-/-,           -/-
  9,      阜阳,     02:50,     03:09,      19分,       468,       589,       -/-,           -/-/-,           -/-
 10,    商丘南,     05:37,     05:40,       3分,       635,       757,       -/-,           -/-/-,           -/-
 11,      菏泽,     06:47,     06:50,       3分,       705,       862,       -/-,           -/-/-,           -/-
 12,      聊城,     08:18,     08:47,      29分,       796,      1018,       -/-,           -/-/-,           -/-
 13,      衡水,     10:30,     10:45,      15分,       928,      1170,       -/-,           -/-/-,           -/-
 14,      深州,     11:08,     11:32,      24分,       966,      1205,       -/-,           -/-/-,           -/-
 15,      任丘,     12:23,     12:25,       2分,      1041,      1297,       -/-,           -/-/-,           -/-
 16,      天津,     14:31,         -,          ,      1176,      1437,   173.5/-,   296.5/327/341,     464.5/493
