   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     09:50,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    广州北,     10:12,     10:15,       3分,        22,        27,       9/-,        55/60/63,           -/-
  3,      源潭,     10:41,     10:43,       2分,        51,        68,    12.5/-,  58.5/63.5/66.5,           -/-
  4,    韶关东,     12:20,     12:25,       5分,       150,       221,    37.5/-,  83.5/88.5/91.5,   120.5/124.5
  5,      乐昌,     12:58,     13:00,       2分,       188,       271,    41.5/-,  87.5/92.5/95.5,   147.5/151.5
  6,      郴州,     14:09,     14:12,       3分,       259,       374,    53.5/-,99.5/104.5/107.5,   195.5/203.5
  7,      耒阳,     15:06,     15:08,       2分,       316,       458,    64.5/-,115.5/119.5/122.5,   227.5/237.5
  8,      衡阳,     16:02,     16:06,       4分,       372,       521,      75/-,     133/138/142,       255/267
  9,      衡山,     16:37,     16:40,       3分,       407,       572,      78/-,     139/144/148,       269/281
 10,      株洲,     17:38,     17:41,       3分,       468,       655,      91/-,     158/164/169,       301/314
 11,      长沙,     18:20,     18:26,       6分,       510,       707,      98/-,     171/176/182,       307/320
 12,      岳阳,     19:50,     19:54,       4分,       600,       854,     112/-,     194/200/208,       357/373
 13,    路口铺,     20:14,     20:23,       9分,       624,       884,     115/-,     200/206/214,       366/382
 14,      临湘,     20:33,     20:35,       2分,       643,       896,     115/-,     200/206/214,       374/390
 15,      赤壁,     21:53,     22:02,       9分,       723,       951,     124/-,     215/223/230,       395/412
 16,      咸宁,     22:29,     22:32,       3分,       759,       989,   128.5/-,222.5/230.5/237.5,   402.5/421.5
 17,      武昌,     23:30,     23:48,      18分,       820,      1069,   138.5/-,238.5/246.5/255.5,   425.5/443.5
 18,      安陆,     01:10,     01:15,       5分,       920,      1194,   148.5/-,254.5/263.5/272.5,   463.5/483.5
 19,    襄阳东,     03:10,     03:26,      16分,      1040,      1398,   168.5/-,288.5/298.5/307.5,   524.5/547.5
 20,      十堰,     05:26,     05:32,       6分,      1176,      1569,   189.5/-,322.5/333.5/343.5,   574.5/599.5
 21,      旬阳,     07:19,     07:21,       2分,      1289,      1727,     198/-,     337/349/361,       616/643
 22,      安康,     07:58,     08:17,      19分,      1328,      1771,     201/-,     343/355/367,       628/656
 23,      汉阴,     09:01,     09:07,       6分,      1391,      1826,     206/-,     353/365/377,       640/668
 24,    石泉县,     09:53,     09:57,       4分,      1470,      1859,     213/-,     363/375/388,       640/668
 25,      西乡,     10:58,     11:01,       3分,      1535,      1918,     217/-,     370/383/397,       667/696
 26,      城固,     12:06,     12:08,       2分,      1603,      1982,     224/-,     381/393/407,       682/711
 27,      汉中,     12:37,         -,          ,      1607,      2004,     224/-,     381/393/407,       682/711
