   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,乌鲁木齐南,         -,     16:24,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    吐鲁番,     18:05,     18:14,       9分,       101,       143,       -/-,           -/-/-,           -/-
  3,      鄯善,     19:47,     19:53,       6分,       203,       283,       -/-,           -/-/-,           -/-
  4,      哈密,     22:42,     22:58,      16分,       378,       553,       -/-,           -/-/-,           -/-
  5,      柳园,     03:37,     03:50,      13分,       673,       825,       -/-,           -/-/-,           -/-
  6,      玉门,     06:33,     06:35,       2分,       849,       990,       -/-,           -/-/-,           -/-
  7,    嘉峪关,     08:08,     08:18,      10分,       944,      1122,       -/-,           -/-/-,           -/-
  8,      张掖,     10:38,     10:44,       6分,      1094,      1345,       -/-,           -/-/-,           -/-
  9,      金昌,     12:38,     12:41,       3分,      1214,      1515,       -/-,           -/-/-,           -/-
 10,      武威,     13:32,     13:39,       7分,      1268,      1589,       -/-,           -/-/-,           -/-
 11,      中卫,     17:45,     18:00,      15分,      1521,      1846,       -/-,           -/-/-,           -/-
 12,      定边,     20:43,     20:45,       2分,      1699,      2077,       -/-,           -/-/-,           -/-
 13,      靖边,     21:53,     21:59,       6分,      1769,      2182,       -/-,           -/-/-,           -/-
 14,      子洲,     23:11,     23:13,       2分,      1847,      2293,       -/-,           -/-/-,           -/-
 15,      延安,     01:25,     01:30,       5分,      1981,      2490,       -/-,           -/-/-,           -/-
 16,    西安南,     05:05,     05:18,      13分,      2201,      2859,   299.5/-,507.5/524.5/542.5,   802.5/838.5
 17,      镇安,     06:38,     06:41,       3分,      2294,      2957,     352/-,     595/616/637,       940/982
 18,    小河镇,     07:16,     07:22,       6分,      2332,      3045,       -/-,           -/-/-,           -/-
 19,   旬阳北,     07:54,     08:06,      12分,      2370,      3081,     352/-,     595/616/637,       940/982
 20,      安康,     08:48,     09:08,      20分,      2424,      3075,       -/-,           -/-/-,           -/-
 21,      万源,     11:09,     11:11,       2分,      2565,      3226,       -/-,           -/-/-,           -/-
 22,      宣汉,     12:28,     12:35,       7分,      2644,      3303,       -/-,           -/-/-,           -/-
 23,      达州,     13:36,     13:46,      10分,      2712,      3351,       -/-,           -/-/-,           -/-
 24,      渠县,     14:33,     14:50,      17分,      2769,      3424,       -/-,           -/-/-,           -/-
 25,      广安,     15:20,     15:27,       7分,      2816,      3462,       -/-,           -/-/-,           -/-
 26,    重庆北,     18:04,         -,          ,      2980,      3658,     352/-,     595/616/637,       940/982
