   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    沈阳北,         -,     11:58,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      泡子,     13:49,     13:53,       4分,       111,        26,    21.5/-,  67.5/72.5/75.5,   102.5/108.5
  3,      彰武,     14:12,     14:15,       3分,       134,        53,    24.5/-,  70.5/75.5/78.5,   108.5/114.5
  4,    章古台,     14:48,     14:50,       2分,       170,        89,    32.5/-,  78.5/83.5/86.5,   118.5/124.5
  5,    甘旗卡,     15:16,     15:19,       3分,       198,       119,    37.5/-,  83.5/88.5/91.5,   125.5/131.5
  6,      通辽,     16:19,     16:45,      26分,       261,       195,    46.5/-, 92.5/97.5/100.5,   140.5/146.5
  7,      开鲁,     17:55,     17:58,       3分,       357,       288,    54.5/-,100.5/105.5/108.5,   155.5/161.5
  8,    查布嘎,     19:21,     19:24,       3分,       443,       399,      72/-,     129/132/136,       197/204
  9,      林东,     20:14,     20:17,       3分,       496,       461,      78/-,     139/144/148,       214/223
 10,      大板,     21:26,     21:38,      12分,       568,       553,      91/-,     158/164/169,       243/253
 11,      林西,     22:25,     22:28,       3分,       627,       604,      98/-,     171/176/182,       263/275
 12,      经棚,     00:41,     00:43,       2分,       763,       686,     105/-,     184/190/196,       285/297
 13,  桑根达来,     03:42,     03:48,       6分,       944,       842,     124/-,     215/223/230,       336/351
 14,  正镶白旗,     05:19,     05:25,       6分,      1041,       937,   135.5/-,232.5/240.5/247.5,   360.5/377.5
 15,      化德,     06:43,     06:46,       3分,      1125,      1046,   148.5/-,254.5/263.5/272.5,   398.5/415.5
 16,      商都,     07:32,     07:36,       4分,      1174,      1108,   152.5/-,261.5/270.5/279.5,   409.5/427.5
 17,    集宁南,     09:14,     09:29,      15分,      1276,      1192,   163.5/-,280.5/289.5/299.5,   438.5/456.5
 18,呼和浩特东,     10:52,     11:21,      29分,      1374,      1342,   177.5/-,304.5/315.5/325.5,   476.5/497.5
 19,      包头,     13:09,     13:35,      26分,      1511,      1515,     192/-,     328/339/351,       515/537
 20,      临河,     15:49,     15:59,      10分,      1671,      1733,     213/-,     363/375/388,       572/598
 21,      乌海,     17:31,     17:36,       5分,      1773,      1876,     224/-,     381/393/407,       598/625
 22,      惠农,     18:15,     18:25,      10分,      1817,      1924,     229/-,     389/403/416,       613/640
 23,    石嘴山,     18:58,     19:01,       3分,      1860,      1971,     236/-,     399/414/428,       629/656
 24,      银川,     19:43,     19:53,      10分,      1905,      2026,     236/-,     399/414/428,       629/656
 25,    青铜峡,     21:05,     21:07,       2分,      1987,      2092,     243/-,     414/429/444,       654/684
 26,      中卫,     22:53,     23:06,      13分,      2095,      2188,     251/-,     426/441/456,       673/703
 27,    白银西,     03:23,     03:26,       3分,      2365,      2407,   268.5/-,455.5/472.5/487.5,   718.5/751.5
 28,      兰州,     05:07,     05:28,      21分,      2469,      2494,   273.5/-,463.5/480.5/496.5,   734.5/767.5
 29,    海石湾,     06:53,     06:57,       4分,      2575,      2600,   285.5/-,483.5/499.5/516.5,   761.5/796.5
 30,      乐都,     07:25,     07:28,       3分,      2607,      2649,   290.5/-,491.5/507.5/525.5,   775.5/810.5
 31,    平安驿,     07:52,     07:55,       3分,      2634,      2679,   290.5/-,491.5/507.5/525.5,   775.5/810.5
 32,      西宁,     08:32,         -,          ,      2674,      2822,   290.5/-,   491.5/541/566,     775.5/823
