   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      宁波,         -,     16:59,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      余姚,     17:38,     17:41,       3分,        39,        48,       -/-,           -/-/-,           -/-
  3,      绍兴,     18:28,     18:31,       3分,        89,       108,    16.5/-,  62.5/67.5/70.5,           -/-
  4,      杭州,     19:43,     20:03,      20分,       164,       171,       -/-,           -/-/-,           -/-
  5,      义乌,     21:25,     21:29,       4分,       266,       310,       -/-,           -/-/-,           -/-
  6,      金华,     22:12,     22:18,       6分,       313,       358,       -/-,           -/-/-,           -/-
  7,      龙游,     22:50,     22:53,       3分,       351,       413,       -/-,           -/-/-,           -/-
  8,      上饶,     00:41,     00:45,       4分,       462,       555,       -/-,           -/-/-,           -/-
  9,      鹰潭,     02:07,     02:20,      13分,       548,       671,       -/-,           -/-/-,           -/-
 10,      株洲,     07:32,     07:46,      14分,       873,      1123,       -/-,           -/-/-,           -/-
 11,      湘潭,     08:11,     08:15,       4分,       912,      1149,       -/-,           -/-/-,           -/-
 12,      娄底,     09:22,     09:33,      11分,       983,      1348,   152.5/-,261.5/270.5/279.5,   409.5/427.5
 13,      新化,     10:48,     10:52,       4分,      1069,      1341,       -/-,           -/-/-,           -/-
 14,      怀化,     13:41,     14:06,      25分,      1242,      1563,       -/-,           -/-/-,           -/-
 15,      铜仁,     15:42,     15:48,       6分,      1363,      1656,     192/-,     328/339/351,       515/537
 16,      秀山,     19:30,     19:46,      16分,      1591,      1683,       -/-,           -/-/-,           -/-
 17,      黔江,     21:43,     21:49,       6分,      1724,      1832,       -/-,           -/-/-,           -/-
 18,      重庆,     05:18,         -,          ,      2179,      2216,   268.5/-,   455.5/502/524,           -/-
