   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      岳阳,         -,     22:08,         -,         -,         -,         -,               -,              -
  2,      长沙,     23:42,     23:54,      12分,        94,         0,    23.5/-,      69.5/73/79,      104.5/118
  3,      株洲,     00:33,     00:38,      05分,       145,         0,    29.5/-,      75.5/79/86,      115.5/131
  4,      衡阳,     02:03,     02:06,      03分,       235,         0,    50.5/-,    96.5/101/109,      146.5/165
  5,      郴州,     03:47,     03:50,      03分,       339,         0,      69/-,     123/128/139,        186/210
  6,    韶关东,     05:28,     05:34,      06分,       440,         0,      86/-,     152/158/172,        233/263
  7,      广州,     08:05,     08:18,      13分,       597,         0,     112/-,     194/200/219,        301/339
  8,      东莞,     09:25,     09:40,      15分,       677,         0,     136/-,     232/241/249,        362/408
  9,    深圳东,     10:40,     10:40,      00分,       752,         0,   155.5/-,   291.5/306/329,      457.5/516
 10,      汨罗,     22:49,     22:52,      03分,        41,         0,   155.5/-,   291.5/306/329,     457.5/516
