   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      天津,         -,     19:52,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      霸州,     21:15,     21:18,       3分,        83,        87,    14.5/-,  60.5/65.5/68.5,     90.5/96.5
  3,      任丘,     21:54,     21:56,       2分,       122,       142,    23.5/-,  69.5/74.5/77.5,   104.5/110.5
  4,      肃宁,     22:23,     22:26,       3分,       151,       183,    28.5/-,  74.5/79.5/82.5,   113.5/119.5
  5,      衡水,     23:24,     23:30,       6分,       212,       269,    41.5/-,  87.5/92.5/95.5,   132.5/138.5
  6,      聊城,     01:10,     01:25,      15分,       318,       421,    62.5/-,110.5/114.5/117.5,   166.5/174.5
  7,      菏泽,     02:55,     02:58,       3分,       423,       577,      78/-,     139/144/148,       214/223
  8,      商丘,     04:12,     04:18,       6分,       500,       672,      93/-,     163/168/174,       251/263
  9,      开封,     05:58,     06:02,       4分,       606,       803,     105/-,     184/190/196,       285/297
 10,      郑州,     06:48,     07:16,      28分,       656,       875,     115/-,     200/206/214,       312/325
 11,      巩义,     08:12,     08:14,       2分,       740,       945,     124/-,     215/223/230,       336/351
 12,      偃师,     08:33,     08:35,       2分,       761,       965,     124/-,     215/223/230,       336/351
 13,      洛阳,     08:59,         -,          ,       787,       999,   128.5/-,222.5/230.5/237.5,   348.5/363.5
