   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      北京,         -,     11:27,         -,         -,         -,         -,               -,              -
  2,    玉田县,     12:39,     12:49,      10分,        72,         0,    18.5/-,      64.5/67/73,       97.5/110
  3,    北戴河,     14:29,     14:32,      03分,       182,         0,    41.5/-,      87.5/91/99,      132.5/150
  4,    秦皇岛,     14:50,     15:08,      18分,       203,         0,    43.5/-,     89.5/93/101,      135.5/153
  5,    山海关,     15:37,     15:50,      13分,       250,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      绥中,     16:32,     16:34,      02分,       305,         0,    53.5/-,    99.5/104/113,      152.5/172
  7,      兴城,     17:04,     17:06,      02分,       337,         0,    62.5/-,   110.5/115/125,      166.5/188
  8,    葫芦岛,     17:23,     17:26,      03分,       356,         0,    64.5/-,   115.5/120/131,      175.5/198
  9,      锦州,     18:05,     18:09,      04分,       398,         0,      72/-,     129/134/146,        197/222
 10,    大虎山,     19:13,     19:25,      12分,       466,         0,      81/-,     144/150/163,        222/251
 11,    沈阳北,     21:00,     21:35,      35分,       573,         0,      98/-,     171/178/193,        263/297
 12,      铁岭,     22:41,     22:44,      03分,       674,         0,     105/-,     184/191/208,        285/321
 13,      昌图,     23:24,     23:26,      02分,       717,         0,     115/-,     200/208/226,        312/352
 14,      四平,     00:06,     00:34,      28分,       759,         0,     119/-,     207/215/234,        324/365
 15,      辽源,     01:57,     02:05,      08分,       870,         0,   128.5/-,   222.5/231/252,      348.5/393
 16,      东丰,     03:07,     03:12,      05分,       940,         0,   135.5/-,   232.5/242/263,      360.5/406
 17,    梅河口,     03:37,     03:47,      10分,       970,         0,   138.5/-,   238.5/248/270,      372.5/420
 18,      柳河,     04:20,     04:35,      15分,      1013,         0,   141.5/-,   244.5/254/276,      381.5/430
 19,    三源浦,     05:19,     05:27,      08分,      1072,         0,   141.5/-,   244.5/254/276,      381.5/430
 20,      通化,     06:24,     06:24,      00分,      1137,         0,   152.5/-,   261.5/272/296,      409.5/462
