   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    佳木斯,         -,     13:18,         -,         -,         -,         -,               -,              -
  2,      南岔,     14:54,     14:58,      04分,        96,         0,    23.5/-,      69.5/73/79,      105.5/119
  3,      朗乡,     15:32,     15:35,      03分,       134,         0,    29.5/-,      75.5/79/86,      115.5/131
  4,      铁力,     16:29,     16:33,      04分,       191,         0,    41.5/-,      87.5/91/99,      132.5/150
  5,      绥化,     17:41,     17:47,      06分,       263,         0,    54.5/-,   100.5/105/114,      155.5/176
  6,    哈尔滨,     19:07,     19:27,      20分,       349,         0,      72/-,     129/134/146,        197/222
  7,      德惠,     21:24,     21:27,      03分,       486,         0,      93/-,     163/170/184,        251/283
  8,      长春,     22:22,     22:56,      34分,       544,         0,     102/-,     178/185/201,        274/309
  9,    公主岭,     23:34,     23:36,      02分,       616,         0,     105/-,     184/191/208,        285/321
 10,      四平,     00:49,     00:51,      02分,       691,         0,     115/-,     200/208/226,        312/352
 11,      铁岭,     02:44,     02:46,      02分,       806,         0,   128.5/-,   222.5/231/252,      348.5/393
 12,    沈阳北,     03:35,     03:44,      09分,       857,         0,   135.5/-,   232.5/242/263,      360.5/406
 13,    锦州南,     05:54,     05:57,      03分,       996,         0,   156.5/-,   268.5/279/303,      422.5/476
 14,    绥中北,     07:07,     07:10,      03分,      1069,         0,   168.5/-,   288.5/300/326,      450.5/508
 15,    山海关,     07:58,     08:04,      06分,      1120,         0,   173.5/-,   296.5/308/335,      464.5/524
 16,    秦皇岛,     08:25,     08:28,      03分,      1147,         0,   177.5/-,   304.5/317/344,      476.5/537
 17,    北戴河,     08:45,     08:48,      03分,      1167,         0,   177.5/-,   304.5/317/344,      476.5/537
 18,      昌黎,     09:08,     09:18,      10分,      1190,         0,   180.5/-,   310.5/323/351,      488.5/551
 19,    唐山北,     10:28,     10:32,      04分,      1270,         0,     192/-,     328/341/371,        515/580
 20,    玉田县,     10:54,     11:06,      12分,      1296,         0,     192/-,     328/341/371,        515/580
 21,    三河县,     11:40,     11:51,      11分,      1342,         0,     198/-,     337/350/381,        530/597
 22,      北京,     12:53,     12:53,      00分,      1415,         0,     201/-,     343/357/387,        542/611
