   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     12:52,         -,         -,         -,         -,               -,              -
  2,    高碑店,     13:47,     13:58,      11分,        55,         0,    14.5/-,      60.5/63/69,       90.5/102
  3,      徐水,     14:21,     14:23,      02分,        89,         0,    19.5/-,      65.5/68/74,       99.5/113
  4,      保定,     14:41,     14:47,      06分,       109,         0,    23.5/-,      69.5/73/79,      104.5/118
  5,      定州,     15:24,     15:26,      02分,       152,         0,    32.5/-,      78.5/82/89,      118.5/134
  6,  石家庄北,     16:28,     16:45,      17分,       216,         0,    43.5/-,     89.5/93/101,      135.5/153
  7,      太原,     19:24,     19:46,      22分,       392,         0,       0/-,           0/0/0,            0/0
  8,      交城,     20:37,     21:06,      29分,       465,         0,      81/-,     144/150/163,        222/251
  9,      文水,     21:17,     21:19,      02分,       505,         0,      81/-,     144/150/163,        222/251
 10,      汾阳,     21:34,     21:36,      02分,       522,         0,      86/-,     152/158/172,        233/263
 11,      吕梁,     22:23,     22:29,      06分,       571,         0,      93/-,     163/170/184,        251/283
 12,    柳林南,     22:47,     22:49,      02分,       595,         0,      98/-,     171/178/193,        263/297
 13,      榆林,     00:53,     01:15,      22分,      -719,         0,     115/-,     200/208/226,        312/352
 14,  鄂尔多斯,     03:40,     04:01,      21分,       888,         0,   138.5/-,   238.5/248/270,      372.5/420
 15,    东胜西,     04:16,     04:22,      06分,       924,         0,   138.5/-,   238.5/248/270,      372.5/420
 16,  达拉特西,     05:33,     05:35,      02分,      -439,         0,   148.5/-,   254.5/265/288,      398.5/449
 17,      包头,     06:05,     06:05,      00分,      1033,         0,   148.5/-,   254.5/265/288,      398.5/449
