   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      赤峰,         -,     22:23,         -,         -,         -,         -,               -,              -
  2,    元宝山,     22:51,     23:03,      12分,        28,         0,       9/-,        55/58/63,          80/91
  3,      平庄,     23:28,     23:33,      05分,        65,         0,       0/-,           0/0/0,            0/0
  4,      天义,     00:32,     00:42,      10分,       129,         0,      11/-,        57/60/65,        86.5/98
  5,    叶柏寿,     01:20,     01:30,      10分,       177,         0,    15.5/-,      61.5/64/70,       92.5/105
  6,      朝阳,     02:56,     03:01,      05分,       273,         0,    28.5/-,      74.5/78/85,      112.5/127
  7,      义县,     04:36,     04:38,      02分,       373,         0,    41.5/-,      87.5/91/99,      132.5/150
  8,      锦州,     05:43,     06:02,      19分,       440,         0,    46.5/-,     92.5/97/105,      140.5/159
  9,      石山,     06:29,     06:30,      01分,       486,         0,       0/-,           0/0/0,            0/0
 10,    沟帮子,     06:46,     06:57,      11分,       503,         0,    53.5/-,    99.5/104/113,      152.5/172
 11,    大虎山,     07:25,     07:28,      03分,       542,         0,    62.5/-,   110.5/115/125,      166.5/188
 12,      新民,     08:14,     08:17,      03分,       591,         0,      72/-,     129/134/146,        197/222
 13,      沈阳,     09:21,     09:34,      13分,       658,         0,      78/-,     139/145/157,        214/242
 14,      本溪,     10:36,     10:44,      08分,       733,         0,      91/-,     158/165/179,        243/274
 15,    草河口,     11:42,     11:45,      03分,       799,         0,      98/-,     171/178/193,        263/297
 16,    刘家河,     12:10,     12:12,      02分,       827,         0,      98/-,     171/178/193,        263/297
 17,    凤凰城,     12:39,     12:43,      04分,       856,         0,     102/-,     178/185/201,        274/309
 18,      丹东,     14:20,     14:20,      00分,       957,         0,     112/-,     194/202/219,        301/339
