   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  乌兰浩特,         -,     18:51,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      白城,     20:00,     20:15,      15分,        73,        83,    14.5/-,  60.5/65.5/68.5,     90.5/96.5
  3,      开通,     21:27,     21:30,       3分,       160,       183,    28.5/-,  74.5/79.5/82.5,   113.5/119.5
  4,    太平川,     22:07,     22:10,       3分,       200,       232,    37.5/-,  83.5/88.5/91.5,   125.5/131.5
  5,      通辽,     23:38,     23:56,      18分,       291,       353,    51.5/-,97.5/102.5/105.5,   149.5/155.5
  6,    甘旗卡,     00:49,     00:52,       3分,       358,       429,    62.5/-,110.5/114.5/117.5,   166.5/174.5
  7,      彰武,     01:46,     01:49,       3分,       415,       495,      72/-,     129/132/136,       197/204
  8,      锦州,     04:31,     04:44,      13分,       580,       715,      98/-,     171/176/182,       263/275
  9,    葫芦岛,     05:17,     05:19,       2分,       626,       765,     102/-,     178/184/190,       274/285
 10,      绥中,     06:03,     06:06,       3分,       672,       834,     112/-,     194/200/208,       301/315
 11,    山海关,     06:53,     07:03,      10分,       722,       899,     115/-,     200/206/214,       312/325
 12,    秦皇岛,     07:21,     07:25,       4分,       750,       915,     119/-,     207/215/221,       324/337
 13,      唐山,     09:15,     09:18,       3分,       864,      1077,   138.5/-,238.5/246.5/255.5,   372.5/388.5
 14,      天津,     10:43,     11:15,      32分,       952,      1200,   148.5/-,254.5/263.5/272.5,   398.5/415.5
 15,    天津西,     11:31,     11:35,       4分,      1000,      1210,   152.5/-,261.5/270.5/279.5,   409.5/427.5
 16,    杨柳青,     11:47,     11:49,       2分,      1016,      1225,   152.5/-,261.5/270.5/279.5,   409.5/427.5
 17,      静海,     12:07,     12:09,       2分,      1036,      1253,   156.5/-,270.5/279.5/288.5,   422.5/440.5
 18,      青县,     12:35,     12:48,      13分,      1064,      1294,   156.5/-,270.5/279.5/288.5,   422.5/440.5
 19,      沧州,     13:08,     13:13,       5分,      1097,      1326,   163.5/-,280.5/289.5/299.5,   438.5/456.5
 20,      德州,     14:29,     14:31,       2分,      1178,      1439,   173.5/-,296.5/306.5/317.5,   464.5/484.5
 21,      商河,     15:30,     15:36,       6分,      1239,      1529,   180.5/-,310.5/321.5/331.5,   488.5/509.5
 22,      阳信,     16:07,     16:11,       4分,      1276,      1578,   189.5/-,322.5/333.5/343.5,   504.5/527.5
 23,      滨州,     16:39,     16:42,       3分,      1308,      1618,     192/-,     328/339/351,       515/537
 24,    东营南,     17:15,         -,          ,      1344,      1667,     198/-,     337/349/361,       530/552
