   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    哈尔滨,         -,     22:17,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      德惠,     23:59,     00:01,       2分,       102,       165,    24.5/-,      70.5/78/82,     108.5/116
  3,      长春,     00:54,     01:02,       8分,       157,       246,    40.5/-,     86.5/96/100,     129.5/138
  4,      四平,     02:15,     02:17,       2分,       238,       361,    53.5/-,    99.5/110/115,     152.5/162
  5,      铁岭,     03:25,     03:27,       2分,       308,       479,      69/-,     123/136/142,       186/198
  6,    沈阳北,     04:15,     04:23,       8分,       358,       546,      75/-,     133/147/153,       205/218
  7,    锦州南,     06:28,     06:38,      10分,       491,       769,     102/-,     178/196/205,       274/291
  8,    山海关,     08:28,     08:34,       6分,       611,       934,     119/-,     207/228/239,       324/344
  9,    秦皇岛,     08:53,     08:57,       4分,       636,       950,     124/-,     215/237/248,       336/357
 10,    北戴河,     09:14,     09:17,       3分,       657,       972,     124/-,     215/237/248,       336/357
 11,      唐山,     10:50,     11:00,      10分,       753,      1112,   141.5/-,   244.5/269/282,     381.5/405
 12,      天津,     12:26,     12:50,      24分,       849,      1235,   152.5/-,   261.5/288/301,     409.5/435
 13,      霸州,     14:33,     14:37,       4分,       976,      1322,   163.5/-,   280.5/309/323,     438.5/465
 14,      任丘,     15:14,     15:17,       3分,      1017,      1377,   168.5/-,   288.5/318/332,     450.5/478
 15,      饶阳,     15:57,     16:00,       3分,      1060,      1442,   173.5/-,   296.5/327/341,     464.5/493
 16,      深州,     16:20,     16:38,      18分,      1083,      1469,   177.5/-,   304.5/335/351,     476.5/506
 17,      衡水,     17:10,     17:14,       4分,      1133,      1504,   180.5/-,   310.5/342/358,     488.5/518
 18,      枣强,     17:38,     17:49,      11分,      1161,      1535,   189.5/-,   322.5/355/371,     504.5/535
 19,    大营镇,     18:03,     18:06,       3分,      1186,      1555,   189.5/-,   322.5/355/371,     504.5/535
 20,      聊城,     19:20,     19:26,       6分,      1263,      1656,     192/-,     328/361/378,       515/546
 21,      阳谷,     19:53,     20:03,      10分,      1296,      1698,     201/-,     343/378/395,       542/575
 22,      菏泽,     21:12,     21:18,       6分,      1375,      1812,     206/-,     353/389/406,       556/590
 23,      曹县,     21:53,     22:05,      12分,      1416,      1860,     213/-,     363/400/418,       572/607
 24,    商丘南,     22:45,     22:48,       3分,      1468,      1917,     217/-,     370/408/426,       585/621
 25,      亳州,     23:29,     23:32,       3分,      1512,      1981,     224/-,     381/420/439,       598/634
 26,      阜阳,     00:41,     01:03,      22分,      1584,      2085,     236/-,     399/439/459,       629/667
 27,      潢川,     02:26,     02:29,       3分,      1689,      2201,     243/-,     414/456/477,       654/694
 28,      麻城,     03:44,     03:53,       9分,      1767,      2321,     251/-,     426/469/490,       673/714
 29,      黄州,     04:34,     04:37,       3分,      1817,      2388,   254.5/-,   434.5/478/500,     687.5/729
 30,      蕲春,     05:38,     06:13,      35分,      1881,      2447,   263.5/-,   446.5/492/514,     704.5/747
 31,      武穴,     06:41,     06:44,       3分,      1944,      2486,   268.5/-,   455.5/502/524,     718.5/762
 32,      九江,     07:25,     07:31,       6分,      1988,      2544,   268.5/-,   455.5/502/524,     718.5/762
 33,      吉安,     11:50,     11:56,       6分,      2253,      2905,   299.5/-,   507.5/559/584,     802.5/851
 34,    井冈山,     13:17,     13:25,       8分,      2340,      2996,   302.5/-,   513.5/565/591,     814.5/864
 35,      安仁,     14:55,     15:00,       5分,      2438,      3143,     317/-,     536/590/617,       849/900
 36,      衡阳,     16:47,     17:16,      29分,      2550,      3215,     317/-,     536/590/617,       849/900
 37,      祁东,     18:21,     18:26,       5分,      2644,      3289,     323/-,     546/601/628,       863/915
 38,      祁阳,     18:45,     18:50,       5分,      2668,      3318,     328/-,     554/610/638,       879/932
 39,      永州,     19:19,     19:25,       6分,      2702,      3351,     328/-,     554/610/638,       879/932
 40,   桂林北,     22:05,         -,           ,      2868,      3550,     348/-,     586/642/670,       927/969
