   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      成都,         -,     19:30,         -,         -,         -,         -,               -,              -
  2,      遂宁,     21:33,     21:36,      03分,       123,         0,    23.5/-,      59.5/62/68,       94.5/107
  3,      南充,     22:19,     22:24,      05分,       169,         0,    36.5/-,      71.5/75/81,      110.5/125
  4,      营山,     23:00,     23:13,      13分,       210,         0,       0/-,           0/0/0,            0/0
  5,      达州,     00:15,     00:22,      07分,       285,         0,    64.5/-,   114.5/119/130,      178.5/202
  6,      安康,     03:16,     03:36,      20分,       466,         0,     104/-,     190/198/215,        290/327
  7,      潼关,     08:00,     08:02,      02分,       750,         0,   146.5/-,   260.5/271/294,      404.5/456
  8,    三门峡,     09:37,     09:40,      03分,       847,         0,   163.5/-,   289.5/301/327,      452.5/510
  9,      渑池,     10:31,     10:34,      03分,       901,         0,   170.5/-,   299.5/311/338,      464.5/524
 10,      洛阳,     11:28,     11:31,      03分,       958,         0,   176.5/-,   311.5/324/352,      485.5/547
 11,      郑州,     13:04,     13:24,      20分,      1054,         0,   187.5/-,   328.5/341/371,      513.5/579
 12,      邯郸,     15:57,     16:01,      04分,      1227,         0,     212/-,     371/386/419,        580/654
 13,      邢台,     16:32,     16:36,      04分,      1262,         0,     215/-,     377/392/426,        592/667
 14,    石家庄,     17:47,     17:53,      06分,      1337,         0,     227/-,     395/411/446,        619/698
 15,      定州,     18:40,     18:42,      02分,      1390,         0,     233/-,     404/420/456,        634/714
 16,      保定,     19:19,     19:23,      04分,      1429,         0,     236/-,     410/426/463,        646/728
 17,    北京西,     21:06,     21:06,      00分,      1536,         0,     252/-,     437/454/494,        689/776
