   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    上海南,         -,     18:34,         -,         -,         -,         -,               -,              -
  2,      松江,     18:54,     18:57,      03分,        20,         0,       9/-,        55/58/63,          80/91
  3,      嘉兴,     19:30,     19:33,      03分,        56,         0,    12.5/-,      58.5/61/66,       89.5/101
  4,      海宁,     19:57,     20:00,      03分,        83,         0,    16.5/-,      62.5/65/71,       96.5/109
  5,    杭州东,     20:46,     20:53,      07分,       132,         0,    24.5/-,      70.5/74/80,      108.5/123
  6,      义乌,     22:07,     22:10,      03分,       213,         0,    46.5/-,     92.5/97/105,      140.5/159
  7,      金华,     22:51,     23:03,      12分,       257,         0,    51.5/-,    97.5/102/110,      149.5/169
  8,      上饶,     01:30,     01:38,      08分,       416,         0,      78/-,     139/145/157,        214/242
  9,      鹰潭,     03:30,     03:45,      15分,       536,         0,       0/-,           0/0/0,            0/0
 10,      新余,     06:06,     06:11,      05分,       692,         0,     119/-,     207/215/234,        324/365
 11,      宜春,     06:46,     06:50,      04分,       732,         0,     124/-,     215/224/243,        336/379
 12,      萍乡,     07:34,     07:39,      05分,       780,         0,   135.5/-,   232.5/242/263,      360.5/406
 13,      株洲,     08:36,     08:48,      12分,       842,         0,   141.5/-,   244.5/254/276,      381.5/430
 14,      湘潭,     09:16,     09:19,      03分,       882,         0,   148.5/-,   254.5/265/288,      398.5/449
 15,      娄底,     10:25,     10:31,      06分,       951,         0,   152.5/-,   261.5/272/296,      409.5/462
 16,      涟源,     11:07,     11:09,      02分,       993,         0,   156.5/-,   268.5/279/303,      422.5/476
 17,      怀化,     14:40,     15:05,      25分,      1206,         0,   189.5/-, 322.5/333.5/364,      504.5/569
 18,      玉屏,     16:44,     16:48,      04分,      1330,         0,     198/-,     337/350/381,        530/597
 19,      凯里,     18:49,     18:55,      06分,      1455,         0,     206/-,     353/367/399,        556/627
 20,      贵阳,     21:23,     21:41,      18分,      1609,         0,     229/-,     389/404/439,        613/691
 21,      安顺,     22:54,     22:59,      05分,      1700,         0,     236/-,     399/415/451,        629/709
 22,    六盘水,     01:14,     01:40,      26分,      1840,         0,     251/-,     426/443/481,        673/758
 23,      宣威,     03:25,     03:31,      06分,      1971,         0,   254.5/-,   434.5/452/491,      687.5/775
 24,      曲靖,     04:29,     04:34,      05分,      2035,         0,   268.5/-,   455.5/473/514,      718.5/810
 25,      昆明,     06:08,     06:08,      00分,      2134,         0,   278.5/-,   471.5/490/532,      747.5/842
