   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    双鸭山,         -,     21:00,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    福利屯,     21:14,     21:22,       8分,        14,        11,       3/-,        37/40/42,         53/57
  3,    丰乐镇,     21:43,     21:47,       4分,        43,        34,       4/-,        38/41/43,         55/59
  4,   佳木斯,     22:34,     23:00,      26分,        94,        79,    12.5/-,  46.5/49.5/51.5,     63.5/67.5
  5,      南岔,     00:57,     01:09,      12分,       237,       232,    21.5/-,  55.5/58.5/60.5,     82.5/86.5
  6,      铁力,     02:49,     03:03,      14分,       349,       359,    29.5/-,  63.5/66.5/68.5,    97.5/101.5
  7,      庆安,     03:39,     03:41,       2分,       399,       407,    35.5/-,  70.5/73.5/75.5,   107.5/112.5
  8,      绥化,     04:30,     04:32,       2分,       450,       461,      38/-,        77/79/82,       119/124
  9,      呼兰,     05:34,     05:37,       3分,       514,       554,      44/-,        88/91/94,       138/144
 10,    哈尔滨,     06:12,         -,          ,       552,       586,      81/-,     144/148/154,       222/231
