   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     09:43,         -,         -,         -,         -,               -,              -
  2,      黄村,     10:02,     10:06,      04分,        19,         0,       9/-,        55/58/63,          80/91
  3,      任丘,     11:31,     11:33,      02分,       108,         0,    23.5/-,      69.5/73/79,      104.5/118
  4,      肃宁,     12:00,     12:02,      02分,       137,         0,    28.5/-,      74.5/78/85,      113.5/128
  5,      深州,     12:34,     12:36,      02分,       171,         0,    37.5/-,      83.5/87/95,      125.5/142
  6,      衡水,     13:07,     13:23,      16分,       204,         0,    41.5/-,      87.5/91/99,      132.5/150
  7,    清河城,     14:16,     14:18,      02分,       273,         0,    51.5/-,    97.5/102/110,      149.5/169
  8,      临清,     14:41,     14:43,      02分,       298,         0,    53.5/-,    99.5/104/113,      152.5/172
  9,      聊城,     15:16,     15:20,      04分,       333,         0,    62.5/-,   110.5/115/125,    166.5/174.5
 10,      阳谷,     15:47,     15:49,      02分,       364,         0,      69/-,     123/128/139,        186/210
 11,      菏泽,     16:56,     16:59,      03分,       433,         0,      81/-,     144/150/163,        222/251
 12,      亳州,     18:48,     18:53,      05分,       545,         0,     102/-,     178/185/201,        274/309
 13,      阜阳,     20:06,     20:06,      00分,       623,         0,     112/-,     194/202/219,        301/339
