   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      厦门,         -,     19:00,         -,         -,         -,         -,               -,              -
  2,    漳州东,     19:59,     20:05,      06分,        59,         0,      11/-,        57/60/65,        86.5/98
  3,      漳平,     22:18,     22:28,      10分,       198,         0,    28.5/-,      74.5/78/85,      113.5/128
  4,      永安,     00:25,     00:40,      15分,       325,         0,    43.5/-,     89.5/93/101,      135.5/153
  5,      邵武,     06:08,     06:22,      14分,       668,         0,      75/-,     133/139/151,        205/231
  6,      光泽,     06:53,     07:00,      07分,       713,         0,      78/-,     139/145/157,        214/242
  7,      资溪,     08:04,     08:10,      06分,       784,         0,      86/-,     152/158/172,        233/263
  8,      鹰潭,     09:29,     09:47,      18分,       869,         0,       0/-,           0/0/0,            0/0
  9,      东乡,     10:12,     10:16,      04分,       912,         0,      98/-,     171/178/193,        263/297
 10,      进贤,     10:44,     10:49,      05分,       944,         0,     102/-,     178/185/201,        274/309
 11,      丰城,     11:26,     11:31,      05分,       986,         0,     112/-,     194/202/219,        301/339
 12,      樟树,     11:48,     11:52,      04分,      1008,         0,     115/-,     200/208/226,        312/352
 13,      新余,     12:39,     12:45,      06分,      1059,         0,     119/-,     207/215/234,        324/365
 14,      宜春,     13:20,     13:24,      04分,      1100,         0,   128.5/-,   222.5/231/252,      348.5/393
 15,      萍乡,     14:08,     14:14,      06分,      1148,         0,   138.5/-,   238.5/248/270,      372.5/420
 16,      醴陵,     14:39,     14:44,      05分,      1179,         0,   141.5/-,   244.5/254/276,      381.5/430
 17,      株洲,     15:44,     15:52,      08分,      1244,         0,   141.5/-,   244.5/254/276,      381.5/430
 18,      湘潭,     16:17,     16:22,      05分,      1277,         0,   148.5/-,   254.5/265/288,      398.5/449
 19,      娄底,     17:29,     17:35,      06分,      1349,         0,   156.5/-,   268.5/279/303,      422.5/476
 20,      怀化,     21:55,     22:05,      10分,      1615,         0,   189.5/-,   322.5/335/364,      504.5/569
 21,      玉屏,     00:09,     00:17,      08分,      1749,         0,     198/-,     337/350/381,        530/597
 22,      凯里,     02:27,     02:37,      10分,      1887,         0,     213/-,     363/377/410,        572/645
 23,      贵阳,     05:05,     05:05,      00分,      2045,         0,     229/-,     389/404/439,        613/691
