   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      湛江,         -,     19:30,         -,         -,         -,         -,               -,              -
  2,      遂溪,     19:53,     19:56,      03分,        23,         0,       9/-,        55/58/63,          80/91
  3,      廉江,     20:14,     20:17,      03分,        44,         0,      11/-,        57/60/65,        86.5/98
  4,      玉林,     21:48,     22:00,      12分,       138,         0,    28.5/-,      74.5/78/85,      112.5/127
  5,      贵港,     23:01,     23:07,      06分,       211,         0,    41.5/-,      87.5/91/99,      132.5/150
  6,      来宾,     00:36,     00:41,      05分,       306,         0,    54.5/-,   100.5/105/114,      155.5/176
  7,      柳州,     01:32,     01:39,      07分,       362,         0,    64.5/-,   115.5/120/131,      175.5/198
  8,    桂林北,     04:15,     04:30,      15分,       525,         0,      86/-,     152/158/172,        233/263
  9,    全州南,     05:36,     05:39,      03分,       606,         0,     102/-,     178/185/201,        274/309
 10,    东安东,     06:23,     06:26,      03分,       653,         0,     105/-,     184/191/208,        285/321
 11,      永州,     06:52,     06:58,      06分,       682,         0,     112/-,     194/202/219,        301/339
 12,      祁阳,     07:21,     07:26,      05分,       711,         0,     115/-,     200/208/226,        312/352
 13,      祁东,     07:45,     07:49,      04分,       735,         0,     115/-,     200/208/226,        312/352
 14,      衡阳,     08:45,     09:00,      15分,       795,         0,     124/-,     215/224/243,        336/379
 15,      株洲,     10:25,     10:36,      11分,       895,         0,   141.5/-,   244.5/254/276,      381.5/430
 16,      长沙,     11:15,     11:23,      08分,       945,         0,   148.5/-,   254.5/265/288,      398.5/449
 17,      岳阳,     12:52,     12:58,      06分,      1042,         0,   163.5/-,   280.5/292/317,      438.5/494
 18,      咸宁,     14:28,     14:30,      02分,      1138,         0,   173.5/-,   296.5/308/335,      464.5/524
 19,      武昌,     15:25,     15:31,      06分,      1195,         0,   180.5/-,   310.5/323/351,      488.5/551
 20,      孝感,     16:34,     16:36,      02分,      1264,         0,     192/-,     328/341/371,        515/580
 21,      信阳,     18:08,     18:10,      02分,      1358,         0,     201/-,     343/357/387,        542/611
 22,      确山,     19:00,     19:02,      02分,      1410,         0,       0/-,           0/0/0,            0/0
 23,    驻马店,     19:16,     19:18,      02分,      1426,         0,     213/-,     363/377/410,        572/645
 24,      漯河,     20:00,     20:09,      09分,      1470,         0,     217/-,     370/385/418,        585/659
 25,      郑州,     21:50,     22:03,      13分,      1580,         0,     229/-,     389/404/439,        613/691
 26,      新乡,     23:06,     23:08,      02分,      1656,         0,     236/-,     399/415/451,        629/709
 27,      鹤壁,     23:47,     23:49,      02分,      1697,         0,     243/-,     414/430/468,        654/737
 28,      邯郸,     00:53,     00:55,      02分,      1763,         0,     251/-,     426/443/481,        673/758
 29,      邢台,     01:26,     01:28,      02分,      1796,         0,   254.5/-,   434.5/452/491,      687.5/775
 30,    石家庄,     02:39,     02:45,      06分,      1869,         0,   263.5/-,   446.5/464/504,      704.5/794
 31,      保定,     04:05,     04:11,      06分,      1955,         0,   273.5/-,   463.5/482/523,      734.5/828
 32,    北京西,     05:52,     05:52,      00分,      2062,         0,   285.5/-,   483.5/502/546,      761.5/858
