   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     09:52,         -,         -,         -,         -,               -,              -
  2,    高碑店,     11:00,     11:02,      02分,        68,         0,    14.5/-,      60.5/63/69,       90.5/102
  3,      保定,     11:40,     11:49,      09分,       108,         0,    23.5/-,      69.5/73/79,      104.5/118
  4,    石家庄,     13:15,     13:23,      08分,       203,         0,    50.5/-,    96.5/101/109,      146.5/165
  5,      高邑,     13:52,     13:54,      02分,       240,         0,    50.5/-,    96.5/101/109,      146.5/165
  6,      邢台,     14:33,     14:36,      03分,       281,         0,    54.5/-,   100.5/105/114,      155.5/176
  7,      安阳,     16:18,     16:21,      03分,       386,         0,      72/-,     129/134/146,        197/222
  8,      汤阴,     16:41,     16:51,      10分,       409,         0,      75/-,     133/139/151,        205/231
  9,      鹤壁,     17:06,     17:27,      21分,       434,         0,      75/-,     133/139/151,        205/231
 10,      新乡,     18:06,     18:08,      02分,       494,         0,      81/-,     144/150/163,        222/251
 11,      郑州,     19:09,     19:33,      24分,       557,         0,      93/-,     163/170/184,        251/283
 12,      许昌,     20:28,     20:30,      02分,       636,         0,     102/-,     178/185/201,        274/309
 13,      漯河,     21:08,     21:34,      26分,       676,         0,     112/-,     194/202/219,        301/339
 14,    平顶山,     22:45,     22:53,      08分,       773,         0,     119/-,     207/215/234,        324/365
 15,  平顶山西,     23:41,     00:04,      23分,       829,         0,     119/-,     207/215/234,        324/365
 16,      南阳,     01:34,     01:37,      03分,       942,         0,   135.5/-,   232.5/242/263,      360.5/406
 17,      邓州,     02:22,     02:41,      19分,       990,         0,   141.5/-,   244.5/254/276,      381.5/430
 18,      襄阳,     03:42,     03:58,      16分,      1070,         0,   148.5/-,   254.5/265/288,      398.5/449
 19,      谷城,     04:54,     04:57,      03分,      1142,         0,   156.5/-,   268.5/279/303,      422.5/476
 20,    武当山,     05:43,     05:50,      07分,      1191,         0,   163.5/-,   280.5/292/317,      438.5/494
 21,      十堰,     06:10,     06:10,      00分,      1218,         0,   168.5/-,   288.5/300/326,      450.5/508
