   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西安,         -,     19:45,         -,         -,         -,         -,               -,              -
  2,      咸阳,     20:03,     20:06,      03分,        18,         0,       9/-,        55/58/63,          80/91
  3,      杨陵,     20:45,     20:48,      03分,        60,         0,    14.5/-,    60.5/63.5/69,      90.5/102
  4,   蔡家坡,     21:17,     21:20,      03分,        92,         0,    19.5/-,    65.5/68.5/74,      99.5/113
  5,      宝鸡,     21:57,     22:13,      16分,       132,         0,    28.5/-,      74.5/78/85,      112.5/127
  6,      广元,     06:34,     06:46,      12分,       649,         0,      75/-,     133/139/151,        205/231
  7,      江油,     09:23,     09:34,      11分,       818,         0,      93/-,     151/170/184,       251/283
  8,      绵阳,     10:11,     10:16,      05分,       866,         0,      98/-,     171/178/193,       271/297
  9,      德阳,     10:58,     11:04,      06分,       913,         0,     105/-,     184/191/208,        285/321
 10,      成都,     11:54,     11:54,      00分,       969,         0,     112/-,     194/202/219,        301/339
