   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      怀化,         -,     12:00,         -,         -,         -,         -,               -,              -
  2,      麻阳,     12:38,     12:43,      05分,        38,         0,      11/-,        57/60/65,        83.5/95
  3,      吉首,     13:33,     13:41,      08分,        93,         0,    16.5/-,      62.5/65/71,       96.5/109
  4,    张家界,     15:42,     15:57,      15分,       222,         0,    37.5/-,      83.5/87/95,      125.5/142
  5,      慈利,     17:05,     17:10,      05分,       305,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,  石门县北,     17:40,     18:05,      25分,       340,         0,    51.5/-,    97.5/102/110,      149.5/169
  7,      常德,     18:56,     19:02,      06分,       416,         0,    62.5/-,   110.5/115/125,      166.5/188
  8,      益阳,     20:04,     20:10,      06分,       484,         0,      75/-,     133/139/151,        205/231
  9,      长沙,     21:28,     21:48,      20分,       568,         0,      86/-,     152/158/172,        233/263
 10,      株洲,     22:27,     22:40,      13分,       627,         0,      93/-,     163/170/184,        251/283
 11,      鹰潭,     04:03,     04:23,      20分,       963,         0,       0/-,           0/0/0,            0/0
 12,      金华,     08:01,     08:07,      06分,      1201,         0,   173.5/-,   296.5/308/335,      464.5/524
 13,      义乌,     08:43,     08:46,      03分,      1243,         0,   177.5/-,   304.5/317/344,      476.5/537
 14,      诸暨,     09:14,     09:17,      03分,      -166,         0,   180.5/-,   310.5/323/351,      488.5/551
 15,      杭州,     10:28,     10:41,      13分,      1348,         0,     192/-,     328/341/371,        515/580
 16,      海宁,     11:25,     11:28,      03分,      1405,         0,     198/-,     337/350/381,        530/597
 17,      嘉兴,     11:48,     11:51,      03分,      1428,         0,     201/-,     343/357/387,        542/611
 18,    上海南,     12:58,     13:34,      36分,      1498,         0,     206/-,     353/367/399,        556/627
 19,      昆山,     14:27,     14:30,      03分,       147,         0,     213/-,     363/377/410,        572/645
 20,      苏州,     14:54,     14:54,      00分,       174,         0,     213/-,     363/377/410,        572/645
