   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      鹰潭,         -,     16:10,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      贵溪,     16:26,     16:30,       4分,        16,        21,       9/-,        55/60/63,         80/86
  3,      万年,     17:16,     17:24,       8分,        66,        78,    12.5/-,  58.5/63.5/66.5,     89.5/95.5
  4,    乐平市,     17:52,     17:57,       5分,       102,       110,    16.5/-,  62.5/67.5/70.5,    96.5/102.5
  5,    景德镇,     18:36,     18:43,       7分,       146,       158,    23.5/-,  69.5/74.5/77.5,   105.5/111.5
  6,      祁门,     20:52,     20:55,       3分,       282,       259,    40.5/-,  86.5/91.5/94.5,   129.5/135.5
  7,      黄山,     22:09,     22:17,       8分,       359,       325,    50.5/-,96.5/101.5/104.5,   146.5/152.5
  8,    绩溪县,     23:36,     23:43,       7分,       446,       375,    53.5/-,99.5/104.5/107.5,   152.5/158.5
  9,      宣城,     01:44,     01:47,       3分,       574,       507,      72/-,     129/132/136,       197/204
 10,      芜湖,     02:42,     02:48,       6分,       632,       571,      78/-,     139/144/148,       214/223
 11,    马鞍山,     03:52,     03:58,       6分,       702,       618,      86/-,     152/156/161,       233/244
 12,      南京,     05:31,     05:50,      19分,       801,       696,      93/-,     163/168/174,       251/263
 13,      常州,     08:46,     08:49,       3分,       996,       832,     112/-,     194/200/208,       301/315
 14,      无锡,     09:16,     09:23,       7分,      1026,       871,     115/-,     200/206/214,       312/325
 15,      苏州,     09:51,     09:55,       4分,      1061,       913,     119/-,     207/215/221,       324/337
 16,      上海,     11:04,         -,          ,      1134,       997,   128.5/-,222.5/230.5/237.5,   348.5/363.5
